student_key,year,month,att_month_pct,att_cum_pct,att_delta,practice_pct,checkpoint_pct,exam_avg_score,new_attempts_month,max_silent_weeks,streak_weeks,month_index,churned_next_month,grade,live_or_replay,old_new,signup_lateness,n_subjects,months_enrolled
2568-1051,2568,2025-09,50.0,44.44444444444444,16.66666666666667,27.77777777777778,37.5,65.925,0,0,0,7,,ม.2,สด,new,0,2,7
2568-1052,2568,2025-09,75.0,90.74074074074075,-19.117647058823522,72.22222222222223,75.0,87.94736842105263,0,0,25,7,,ม.3,เทป,old,0,4,7
2568-1054,2568,2025-09,66.66666666666666,98.48484848484848,-33.33333333333334,66.66666666666667,75.0,87.01481481481481,0,0,0,7,,ม.2,สด,new,1,3,6
2568-1056,2568,2025-09,100.0,65.74074074074075,33.33333333333334,55.55555555555556,50.0,72.64999999999999,0,0,1,7,,ม.2,สด,new,0,4,7
2568-1057,2568,2025-09,100.0,99.07407407407408,5.882352941176478,77.77777777777777,81.25,88.24390243902438,0,0,27,7,,ม.3,สด,new,0,4,7
2568-1058,2568,2025-09,100.0,96.29629629629629,12.5,77.77777777777777,87.5,84.87619047619047,0,0,2,7,,ม.1,สด,new,0,2,7
2568-1059,2568,2025-09,100.0,96.96969696969697,0.0,70.37037037037037,58.333333333333336,86.62307692307694,0,0,8,7,,ม.2,สด,new,1,3,6
2568-1061,2568,2025-09,75.0,72.22222222222221,-6.25,36.111111111111114,56.25,73.51818181818182,0,0,4,7,,ม.3,สด,new,0,4,7
2568-1062,2568,2025-09,33.33333333333333,70.37037037037037,-43.589743589743605,44.44444444444444,50.0,74.58333333333334,0,0,0,7,,ม.3,เทป,old,2,3,5
2568-1063,2568,2025-09,75.0,72.22222222222221,2.7777777777777857,47.22222222222222,62.5,76.44444444444443,0,0,8,7,,ม.3,สด,old,2,4,5
2568-1067,2568,2025-09,25.0,37.5,-22.368421052631575,27.77777777777778,43.75,61.917647058823526,0,0,0,7,,ม.1,สด,new,2,4,5
2568-1069,2568,2025-09,100.0,87.96296296296296,5.555555555555557,80.55555555555556,62.5,80.47435897435896,0,0,5,7,,ม.3,สด,old,0,4,7
2568-1070,2568,2025-09,100.0,80.24691358024691,0.0,70.37037037037037,66.66666666666667,79.6962962962963,0,0,6,7,,ม.3,เทป,new,0,3,7
2568-1071,2568,2025-09,66.66666666666666,85.18518518518519,-19.04761904761905,66.66666666666667,83.33333333333333,87.925,0,0,0,7,,ม.2,เทป,new,0,3,7
2568-1074,2568,2025-09,75.0,31.48148148148148,25.0,22.22222222222222,43.75,59.88666666666666,0,0,1,7,,ม.1,สด,new,0,4,7
2568-1076,2568,2025-09,100.0,78.70370370370371,27.777777777777786,63.888888888888886,87.5,78.58918918918918,0,0,1,7,,ม.2,สด,old,0,4,7
2568-1077,2568,2025-09,75.0,70.45454545454545,10.294117647058826,58.333333333333336,56.25,75.59333333333333,0,0,2,7,,ม.1,สด,old,1,4,6
2568-1079,2568,2025-09,100.0,85.22727272727273,11.764705882352942,58.333333333333336,50.0,82.09655172413794,0,0,2,7,,ม.2,สด,new,1,4,6
2568-1080,2568,2025-09,100.0,75.0,31.578947368421055,44.44444444444444,50.0,74.31666666666666,0,0,1,7,,ม.3,สด,old,1,4,6
2568-1081,2568,2025-09,50.0,85.22727272727273,-50.0,55.55555555555556,56.25,78.1896551724138,0,0,0,7,,ม.2,เทป,new,1,4,6
2568-1084,2568,2025-09,100.0,90.74074074074075,12.5,80.55555555555556,68.75,80.41499999999999,0,0,3,7,,ม.2,เทป,old,0,4,7
2568-1085,2568,2025-09,75.0,68.05555555555556,6.25,41.666666666666664,25.0,79.27368421052633,0,0,2,7,,ม.3,สด,new,2,4,5
2568-1088,2568,2025-09,50.0,75.0,-27.777777777777786,50.0,62.5,76.35357142857143,0,0,0,7,,ม.2,เทป,new,1,4,6
2568-1093,2568,2025-09,100.0,97.53086419753086,0.0,77.77777777777777,66.66666666666667,89.19999999999997,0,0,9,7,,ม.2,สด,new,0,3,7
2568-1095,2568,2025-09,50.0,62.03703703703704,-11.111111111111114,52.77777777777778,43.75,64.45384615384616,0,0,0,7,,ม.2,สด,new,0,4,7
2568-1096,2568,2025-09,75.0,93.51851851851852,-13.235294117647058,75.0,87.5,85.3048780487805,0,0,27,7,,ม.2,สด,old,0,4,7
2568-1097,2568,2025-09,100.0,100.0,0.0,66.66666666666667,87.5,89.59473684210526,0,0,27,7,,ม.2,สด,old,0,2,7
2568-1099,2568,2025-09,100.0,90.74074074074075,0.0,80.55555555555556,81.25,84.82380952380952,0,0,12,7,,ม.2,สด,new,0,4,7
2568-1101,2568,2025-09,50.0,90.74074074074075,-50.0,55.55555555555556,75.0,81.44999999999999,0,0,0,7,,ม.3,สด,new,0,2,7
2568-1102,2568,2025-09,100.0,97.53086419753086,0.0,81.48148148148148,91.66666666666669,87.99090909090908,0,0,7,7,,ม.3,สด,new,0,3,7
2568-1104,2568,2025-09,75.0,56.481481481481474,27.94117647058824,55.55555555555556,56.25,65.73103448275862,0,0,1,7,,ม.3,สด,new,0,4,7
2568-1105,2568,2025-09,100.0,77.77777777777779,8.333333333333343,55.55555555555556,75.0,78.88333333333333,0,0,4,7,,ม.3,เทป,new,0,3,7
2568-1108,2568,2025-09,66.66666666666666,70.37037037037037,-4.761904761904773,62.96296296296296,58.333333333333336,76.58333333333333,0,0,0,7,,ม.1,สด,new,0,3,7
2568-1109,2568,2025-09,33.33333333333333,56.79012345679012,2.5641025641025585,48.148148148148145,50.0,74.01052631578948,0,0,0,7,,ม.1,สด,new,0,3,7
2568-1110,2568,2025-09,100.0,92.42424242424242,7.692307692307693,70.37037037037037,58.333333333333336,86.66538461538462,0,0,3,7,,ม.3,สด,new,1,3,6
2568-1111,2568,2025-09,0.0,72.22222222222221,-68.42105263157895,50.0,62.5,81.10714285714286,0,1,0,7,,ม.3,เทป,new,0,4,7
2568-1113,2568,2025-09,25.0,51.78571428571429,-27.94117647058824,19.444444444444443,31.25,71.46666666666667,0,0,0,7,,ม.2,เทป,new,3,4,4
2568-1116,2568,2025-09,100.0,80.55555555555556,12.5,44.44444444444444,62.5,82.83076923076922,0,0,3,7,,ม.2,สด,new,2,2,5
2568-1117,2568,2025-09,100.0,83.33333333333334,18.75,66.66666666666667,62.5,76.91470588235292,0,0,4,7,,ม.3,สด,new,0,4,7
2568-1119,2568,2025-09,75.0,62.5,2.7777777777777857,58.333333333333336,43.75,77.31428571428572,0,0,1,7,,ม.2,สด,new,1,4,6
2568-1122,2568,2025-09,75.0,75.0,4.411764705882348,47.22222222222222,62.5,70.15185185185184,0,0,3,7,,ม.1,สด,new,0,4,7
2568-1123,2568,2025-09,75.0,57.407407407407405,10.294117647058826,30.555555555555557,43.75,69.11666666666666,0,0,1,7,,ม.2,เทป,old,0,4,7
2568-1124,2568,2025-09,50.0,76.85185185185185,-14.705882352941174,58.333333333333336,56.25,75.46999999999998,0,0,0,7,,ม.3,สด,old,0,4,7
2568-1125,2568,2025-09,75.0,82.4074074074074,4.411764705882348,55.55555555555556,68.75,78.49032258064516,0,0,1,7,,ม.3,สด,new,0,4,7
2568-1127,2568,2025-09,100.0,76.38888888888889,17.64705882352942,30.555555555555557,56.25,70.19,0,0,8,7,,ม.2,สด,new,2,4,5
2568-1128,2568,2025-09,100.0,86.36363636363636,22.222222222222214,77.77777777777777,50.0,76.85555555555555,0,0,2,7,,ม.2,สด,new,1,2,6
2568-1129,2568,2025-09,100.0,98.86363636363636,0.0,66.66666666666667,56.25,85.8090909090909,0,0,22,7,,ม.1,สด,new,1,4,6
2568-1130,2568,2025-09,100.0,75.30864197530865,30.769230769230774,55.55555555555556,58.333333333333336,79.22272727272728,0,0,1,7,,ม.3,สด,new,0,3,7
2568-1131,2568,2025-09,75.0,76.85185185185185,-13.888888888888886,75.0,68.75,82.08684210526314,0,0,8,7,,ม.3,เทป,new,0,4,7
2568-1132,2568,2025-09,100.0,97.22222222222221,5.882352941176478,80.55555555555556,93.75,87.27727272727273,0,0,27,7,,ม.2,สด,new,0,4,7
2568-1133,2568,2025-09,100.0,93.51851851851852,5.0,75.0,68.75,86.40263157894738,0,0,27,7,,ม.3,สด,new,0,4,7
2568-1136,2568,2025-09,100.0,100.0,0.0,51.851851851851855,66.66666666666667,86.49545454545454,0,0,18,7,,ม.3,สด,new,2,3,5
2568-1137,2568,2025-09,50.0,91.66666666666666,-43.75,69.44444444444444,87.5,86.12307692307692,0,0,0,7,,ม.2,เทป,new,0,4,7
2568-1138,2568,2025-09,75.0,73.86363636363636,10.294117647058826,69.44444444444444,56.25,78.91176470588235,0,0,1,7,,ม.3,สด,new,1,4,6
2568-1141,2568,2025-09,66.66666666666666,80.24691358024691,-26.190476190476204,66.66666666666667,83.33333333333333,81.77142857142857,0,0,0,7,,ม.2,เทป,new,0,3,7
2568-1142,2568,2025-09,100.0,69.44444444444444,41.17647058823529,52.77777777777778,37.5,78.34400000000001,0,0,1,7,,ม.2,เทป,new,0,4,7
2568-1143,2568,2025-09,100.0,92.5925925925926,7.692307692307693,74.07407407407408,75.0,81.44137931034481,0,0,2,7,,ม.3,สด,old,0,3,7
2568-1145,2568,2025-09,75.0,80.55555555555556,-7.35294117647058,75.0,81.25,83.7875,0,0,3,7,,ม.1,เทป,new,0,4,7
2568-1146,2568,2025-09,33.33333333333333,58.0246913580247,-16.66666666666667,48.148148148148145,50.0,64.08947368421053,0,0,0,7,,ม.3,สด,old,0,3,7
2568-1148,2568,2025-09,100.0,86.41975308641975,7.692307692307693,70.37037037037037,75.0,80.74285714285712,0,0,1,7,,ม.3,สด,old,0,3,7
2568-1150,2568,2025-09,66.66666666666666,74.07407407407408,-19.04761904761905,66.66666666666667,83.33333333333333,74.14642857142857,0,0,0,7,,ม.2,สด,new,0,3,7
2568-1151,2568,2025-09,100.0,77.77777777777779,26.66666666666667,62.96296296296296,66.66666666666667,81.55199999999999,0,0,3,7,,ม.3,สด,new,0,3,7
2568-1152,2568,2025-09,75.0,78.70370370370371,-8.333333333333343,66.66666666666667,81.25,80.48108108108107,0,0,8,7,,ม.3,สด,new,0,4,7
2568-1156,2568,2025-09,100.0,62.96296296296296,38.888888888888886,52.77777777777778,68.75,70.05666666666666,0,0,1,7,,ม.3,สด,new,0,4,7
2568-1157,2568,2025-09,50.0,86.11111111111111,-44.11764705882352,58.333333333333336,81.25,72.53235294117646,0,0,0,7,,ม.1,สด,new,0,4,7
2568-1158,2568,2025-09,100.0,83.33333333333334,6.25,77.77777777777777,81.25,86.59756097560975,0,0,6,7,,ม.2,สด,new,0,4,7
2568-1159,2568,2025-09,100.0,100.0,0.0,74.07407407407408,75.0,88.72758620689655,0,0,22,7,,ม.3,สด,new,1,3,6
2568-1160,2568,2025-09,100.0,85.22727272727273,6.25,50.0,50.0,87.18846153846154,0,0,5,7,,ม.3,เทป,old,1,4,6
uuid-2569-2001,2569,2026-03,88.88888888888889,88.88888888888889,,50.0,100.0,89.675,4,0,3,1,0.0,ม.2,สด,old,0,2,1
uuid-2569-2002,2569,2026-03,43.75,43.75,,12.5,25.0,47.2,1,0,0,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2003,2569,2026-03,58.82352941176471,58.82352941176471,,12.5,75.0,66.1,1,0,0,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2004,2569,2026-03,68.75,68.75,,25.0,75.0,68.5,2,0,0,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2006,2569,2026-03,41.17647058823529,41.17647058823529,,25.0,50.0,82.9,2,1,1,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2009,2569,2026-03,66.66666666666666,66.66666666666666,,37.5,25.0,70.9,3,0,2,1,0.0,ม.3,เทป,new,0,4,1
uuid-2569-2010,2569,2026-03,94.44444444444444,94.44444444444444,,37.5,100.0,90.7,4,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2011,2569,2026-03,62.5,62.5,,50.0,50.0,74.10000000000001,3,1,0,1,0.0,ม.2,เทป,old,0,2,1
uuid-2569-2013,2569,2026-03,46.15384615384615,46.15384615384615,,50.0,66.66666666666667,68.83333333333333,3,0,1,1,1.0,ม.2,สด,old,0,3,1
uuid-2569-2014,2569,2026-03,64.70588235294117,64.70588235294117,,25.0,100.0,59.7,2,0,0,1,0.0,ม.2,สด,old,0,4,1
uuid-2569-2015,2569,2026-03,64.28571428571429,64.28571428571429,,33.333333333333336,66.66666666666667,64.36666666666667,3,0,1,1,0.0,ม.2,สด,new,0,3,1
uuid-2569-2016,2569,2026-03,62.5,62.5,,37.5,100.0,83.88,5,0,2,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2017,2569,2026-03,50.0,50.0,,12.5,50.0,62.9,1,0,0,1,0.0,ม.3,สด,old,0,4,1
uuid-2569-2018,2569,2026-03,33.33333333333333,33.33333333333333,,37.5,75.0,64.44,5,0,1,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2019,2569,2026-03,94.11764705882352,94.11764705882352,,25.0,50.0,80.56666666666668,3,0,5,1,1.0,ม.3,เทป,old,0,4,1
uuid-2569-2020,2569,2026-03,88.88888888888889,88.88888888888889,,50.0,75.0,78.54,5,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2021,2569,2026-03,68.75,68.75,,25.0,50.0,80.63333333333333,3,0,1,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2022,2569,2026-03,93.33333333333333,93.33333333333333,,16.666666666666668,100.0,85.9,2,0,4,1,1.0,ม.2,เทป,new,0,3,1
uuid-2569-2023,2569,2026-03,47.05882352941176,47.05882352941176,,50.0,75.0,68.2,7,0,1,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2024,2569,2026-03,66.66666666666666,66.66666666666666,,50.0,50.0,72.26666666666667,3,1,0,1,0.0,ม.3,สด,new,0,2,1
uuid-2569-2025,2569,2026-03,58.333333333333336,58.333333333333336,,16.666666666666668,100.0,79.94999999999999,2,0,0,1,0.0,ม.3,เทป,new,0,3,1
uuid-2569-2026,2569,2026-03,100.0,100.0,,12.5,75.0,85.175,4,0,5,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2028,2569,2026-03,70.58823529411765,70.58823529411765,,25.0,100.0,72.1,4,0,0,1,1.0,ม.3,เทป,new,0,4,1
uuid-2569-2029,2569,2026-03,66.66666666666666,66.66666666666666,,50.0,50.0,81.44999999999999,2,0,1,1,0.0,ม.2,สด,new,0,2,1
uuid-2569-2031,2569,2026-03,77.77777777777779,77.77777777777779,,37.5,100.0,93.5,4,0,4,1,0.0,ม.2,เทป,new,0,4,1
uuid-2569-2033,2569,2026-03,87.5,87.5,,50.0,50.0,87.9,2,0,0,1,0.0,ม.2,เทป,new,0,2,1
uuid-2569-2036,2569,2026-03,100.0,100.0,,25.0,50.0,87.1,1,0,5,1,0.0,ม.2,สด,new,0,2,1
uuid-2569-2037,2569,2026-03,94.11764705882352,94.11764705882352,,50.0,100.0,90.06000000000002,5,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2038,2569,2026-03,100.0,100.0,,33.333333333333336,66.66666666666667,79.6,2,0,5,1,0.0,ม.1,สด,new,0,3,1
uuid-2569-2039,2569,2026-03,61.111111111111114,61.111111111111114,,12.5,25.0,63.2,1,0,3,1,0.0,ม.2,เทป,new,0,4,1
uuid-2569-2041,2569,2026-03,61.111111111111114,61.111111111111114,,37.5,75.0,53.43333333333334,3,0,3,1,0.0,ม.2,สด,old,0,4,1
uuid-2569-2044,2569,2026-03,56.25,56.25,,25.0,50.0,85.9,2,0,1,1,0.0,ม.3,สด,old,0,4,1
uuid-2569-2047,2569,2026-03,93.75,93.75,,50.0,75.0,85.72500000000001,4,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2048,2569,2026-03,93.75,93.75,,25.0,100.0,80.9,2,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2049,2569,2026-03,64.70588235294117,64.70588235294117,,25.0,25.0,68.69999999999999,2,0,2,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2053,2569,2026-03,81.25,81.25,,50.0,75.0,86.95,4,0,2,1,0.0,ม.3,สด,old,0,4,1
uuid-2569-2054,2569,2026-03,44.44444444444444,44.44444444444444,,12.5,50.0,49.7,1,0,0,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2055,2569,2026-03,88.23529411764706,88.23529411764706,,37.5,75.0,78.12,5,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2059,2569,2026-03,100.0,100.0,,50.0,50.0,90.1,2,0,5,1,0.0,ม.2,สด,old,0,2,1
uuid-2569-2060,2569,2026-03,88.88888888888889,88.88888888888889,,50.0,75.0,92.74,5,0,4,1,0.0,ม.2,เทป,new,0,4,1
uuid-2569-2061,2569,2026-03,52.63157894736842,52.63157894736842,,25.0,75.0,82.5,2,0,1,1,1.0,ม.3,เทป,new,0,4,1
uuid-2569-2062,2569,2026-03,100.0,100.0,,50.0,33.333333333333336,92.03333333333335,3,0,5,1,0.0,ม.3,สด,old,0,3,1
uuid-2569-2063,2569,2026-03,66.66666666666666,66.66666666666666,,0.0,50.0,,0,0,3,1,0.0,ม.3,เทป,new,0,4,1
uuid-2569-2065,2569,2026-03,92.85714285714286,92.85714285714286,,33.333333333333336,66.66666666666667,84.55,2,0,3,1,0.0,ม.1,เทป,new,0,3,1
uuid-2569-2067,2569,2026-03,92.3076923076923,92.3076923076923,,50.0,66.66666666666667,86.15,4,0,3,1,0.0,ม.3,สด,new,0,3,1
uuid-2569-2068,2569,2026-03,55.55555555555556,55.55555555555556,,25.0,100.0,79.5,4,0,2,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2070,2569,2026-03,58.82352941176471,58.82352941176471,,25.0,25.0,85.1,2,0,0,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2071,2569,2026-03,77.77777777777779,77.77777777777779,,25.0,50.0,69.53333333333333,3,0,4,1,0.0,ม.3,สด,old,0,4,1
uuid-2569-2072,2569,2026-03,77.77777777777779,77.77777777777779,,50.0,100.0,89.33333333333333,3,1,0,1,0.0,ม.2,สด,new,0,2,1
uuid-2569-2074,2569,2026-03,100.0,100.0,,50.0,50.0,75.2,2,0,5,1,0.0,ม.3,สด,new,0,2,1
uuid-2569-2075,2569,2026-03,87.5,87.5,,25.0,75.0,85.36666666666667,3,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2076,2569,2026-03,76.47058823529412,76.47058823529412,,50.0,50.0,64.24,5,0,4,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2077,2569,2026-03,100.0,100.0,,50.0,100.0,84.85999999999999,5,0,5,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2078,2569,2026-03,70.58823529411765,70.58823529411765,,37.5,25.0,83.02499999999999,4,0,1,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2079,2569,2026-03,93.75,93.75,,50.0,100.0,90.375,4,0,5,1,0.0,ม.1,สด,new,0,4,1
uuid-2569-2080,2569,2026-03,85.0,85.0,,37.5,100.0,86.26666666666667,3,0,3,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2081,2569,2026-03,77.77777777777779,77.77777777777779,,37.5,75.0,89.8,3,0,2,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2082,2569,2026-03,62.5,62.5,,25.0,100.0,55.95,2,0,1,1,0.0,ม.3,สด,new,0,2,1
uuid-2569-2083,2569,2026-03,56.25,56.25,,37.5,25.0,79.3,3,0,1,1,0.0,ม.3,เทป,new,0,4,1
uuid-2569-2084,2569,2026-03,94.44444444444444,94.44444444444444,,37.5,100.0,87.89999999999999,3,0,5,1,0.0,ม.2,สด,old,0,4,1
uuid-2569-2085,2569,2026-03,82.35294117647058,82.35294117647058,,37.5,75.0,91.43333333333334,3,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2086,2569,2026-03,75.0,75.0,,37.5,100.0,80.225,4,0,3,1,0.0,ม.2,เทป,new,0,4,1
uuid-2569-2087,2569,2026-03,100.0,100.0,,37.5,50.0,87.47500000000001,4,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2088,2569,2026-03,11.11111111111111,11.11111111111111,,0.0,0.0,,0,3,0,1,1.0,ม.1,สด,new,0,2,1
uuid-2569-2089,2569,2026-03,100.0,100.0,,0.0,0.0,,0,0,5,1,0.0,ม.1,สด,new,0,2,1
uuid-2569-2090,2569,2026-03,62.5,62.5,,37.5,75.0,74.04,5,0,1,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2091,2569,2026-03,100.0,100.0,,50.0,100.0,83.1,2,0,5,1,1.0,ม.3,สด,new,0,2,1
uuid-2569-2093,2569,2026-03,50.0,50.0,,33.333333333333336,0.0,71.45,2,0,0,1,0.0,ม.1,สด,new,0,3,1
uuid-2569-2095,2569,2026-03,87.5,87.5,,50.0,50.0,88.5,2,0,4,1,0.0,ม.2,เทป,old,0,2,1
uuid-2569-2096,2569,2026-03,77.77777777777779,77.77777777777779,,0.0,50.0,,0,0,0,1,0.0,ม.2,สด,new,0,2,1
uuid-2569-2097,2569,2026-03,60.0,60.0,,33.333333333333336,33.333333333333336,68.93333333333334,3,0,0,1,0.0,ม.3,สด,new,0,3,1
uuid-2569-2098,2569,2026-03,76.47058823529412,76.47058823529412,,25.0,75.0,74.6,2,0,4,1,0.0,ม.1,เทป,old,0,4,1
uuid-2569-2099,2569,2026-03,61.111111111111114,61.111111111111114,,0.0,0.0,,0,0,0,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2101,2569,2026-03,87.5,87.5,,0.0,100.0,,0,0,3,1,0.0,ม.3,สด,new,0,2,1
uuid-2569-2102,2569,2026-03,66.66666666666666,66.66666666666666,,50.0,50.0,68.75,2,0,0,1,0.0,ม.1,เทป,old,0,2,1
uuid-2569-2103,2569,2026-03,70.58823529411765,70.58823529411765,,25.0,75.0,82.93333333333334,3,0,0,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2104,2569,2026-03,58.82352941176471,58.82352941176471,,50.0,25.0,70.5,4,0,2,1,0.0,ม.2,สด,old,0,4,1
uuid-2569-2105,2569,2026-03,16.666666666666664,16.666666666666664,,25.0,0.0,66.2,2,1,0,1,1.0,ม.2,เทป,old,0,4,1
uuid-2569-2106,2569,2026-03,68.75,68.75,,25.0,50.0,75.93333333333334,3,0,0,1,0.0,ม.2,เทป,new,0,4,1
uuid-2569-2108,2569,2026-03,66.66666666666666,66.66666666666666,,50.0,75.0,86.41428571428571,7,0,2,1,0.0,ม.2,เทป,new,0,4,1
uuid-2569-2109,2569,2026-03,88.23529411764706,88.23529411764706,,37.5,75.0,86.82000000000001,5,0,0,1,0.0,ม.2,เทป,new,0,4,1
uuid-2569-2110,2569,2026-03,93.75,93.75,,50.0,100.0,93.0,5,0,5,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2111,2569,2026-03,76.47058823529412,76.47058823529412,,37.5,50.0,70.53333333333333,3,0,0,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2112,2569,2026-03,83.33333333333334,83.33333333333334,,25.0,75.0,80.30000000000001,2,0,1,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2113,2569,2026-03,85.71428571428571,85.71428571428571,,50.0,100.0,78.25,4,0,0,1,0.0,ม.2,เทป,new,0,3,1
uuid-2569-2114,2569,2026-03,72.22222222222221,72.22222222222221,,12.5,50.0,67.4,1,0,0,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2115,2569,2026-03,52.94117647058824,52.94117647058824,,50.0,75.0,60.88000000000001,5,0,0,1,1.0,ม.3,เทป,new,0,4,1
uuid-2569-2118,2569,2026-03,75.0,75.0,,16.666666666666668,100.0,90.75,2,0,0,1,1.0,ม.2,เทป,new,0,3,1
uuid-2569-2119,2569,2026-03,88.88888888888889,88.88888888888889,,37.5,75.0,88.63333333333333,3,0,1,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2120,2569,2026-03,76.47058823529412,76.47058823529412,,12.5,25.0,51.2,1,0,4,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2122,2569,2026-03,72.22222222222221,72.22222222222221,,25.0,75.0,80.35,2,0,3,1,0.0,ม.2,สด,old,0,4,1
uuid-2569-2123,2569,2026-03,83.33333333333334,83.33333333333334,,50.0,25.0,87.075,4,0,5,1,0.0,ม.1,สด,new,0,4,1
uuid-2569-2124,2569,2026-03,82.35294117647058,82.35294117647058,,25.0,25.0,75.56666666666666,3,0,5,1,0.0,ม.2,สด,new,0,4,1
uuid-2569-2125,2569,2026-03,75.0,75.0,,37.5,50.0,72.30000000000001,3,0,1,1,0.0,ม.2,สด,old,0,4,1
uuid-2569-2126,2569,2026-03,15.789473684210526,15.789473684210526,,25.0,50.0,50.4,2,1,0,1,0.0,ม.3,เทป,new,0,4,1
uuid-2569-2131,2569,2026-03,83.33333333333334,83.33333333333334,,50.0,100.0,61.26666666666667,3,0,0,1,0.0,ม.3,สด,new,0,3,1
uuid-2569-2132,2569,2026-03,62.5,62.5,,50.0,100.0,68.8,2,1,1,1,0.0,ม.1,สด,old,0,2,1
uuid-2569-2133,2569,2026-03,84.21052631578947,84.21052631578947,,37.5,100.0,93.06666666666666,3,0,5,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2134,2569,2026-03,37.5,37.5,,50.0,50.0,77.25,2,1,0,1,0.0,ม.2,สด,new,0,2,1
uuid-2569-2135,2569,2026-03,63.1578947368421,63.1578947368421,,25.0,50.0,62.75,2,0,2,1,0.0,ม.2,เทป,new,0,4,1
uuid-2569-2136,2569,2026-03,47.368421052631575,47.368421052631575,,37.5,100.0,77.33333333333333,3,0,0,1,0.0,ม.3,เทป,new,0,4,1
uuid-2569-2137,2569,2026-03,100.0,100.0,,50.0,75.0,84.96666666666667,6,0,5,1,0.0,ม.3,สด,new,0,4,1
uuid-2569-2138,2569,2026-03,52.94117647058824,52.94117647058824,,50.0,100.0,79.88,5,0,0,1,0.0,ม.3,เทป,new,0,4,1
uuid-2569-2140,2569,2026-03,75.0,75.0,,25.0,50.0,89.1,1,0,0,1,1.0,ม.3,สด,new,0,2,1
uuid-2569-2143,2569,2026-03,100.0,100.0,,25.0,50.0,63.8,1,0,5,1,1.0,ม.2,สด,new,0,2,1
uuid-2569-2145,2569,2026-03,87.5,87.5,,50.0,100.0,97.0,5,0,5,1,1.0,ม.1,เทป,new,0,4,1
uuid-2569-2146,2569,2026-03,92.3076923076923,92.3076923076923,,33.333333333333336,100.0,83.73333333333333,3,0,0,1,0.0,ม.2,สด,new,0,3,1
uuid-2569-2149,2569,2026-03,66.66666666666666,66.66666666666666,,0.0,50.0,,0,0,1,1,0.0,ม.3,สด,old,0,2,1
uuid-2569-2001,2569,2026-04,88.88888888888889,88.88888888888889,0.0,75.0,100.0,91.125,4,0,0,2,0.0,ม.2,สด,old,0,2,2
uuid-2569-2002,2569,2026-04,11.76470588235294,27.27272727272727,-31.985294117647058,12.5,25.0,53.650000000000006,1,2,0,2,0.0,ม.3,สด,new,0,4,2
uuid-2569-2003,2569,2026-04,64.70588235294117,61.76470588235294,5.882352941176464,31.25,75.0,67.62857142857142,6,0,0,2,0.0,ม.2,สด,new,0,4,2
uuid-2569-2004,2569,2026-04,72.22222222222221,70.58823529411765,3.4722222222222143,25.0,75.0,73.92857142857143,5,0,4,2,0.0,ม.2,สด,new,0,4,2
uuid-2569-2005,2569,2026-04,100.0,100.0,,50.0,0.0,94.21428571428571,7,0,4,2,0.0,ม.3,เทป,new,1,4,1
uuid-2569-2006,2569,2026-04,64.70588235294117,52.94117647058824,23.529411764705884,50.0,50.0,75.93333333333334,7,0,1,2,0.0,ม.3,สด,new,0,4,2
