student_key,year,subject_id,episode_number,ep_final_date,week_start,status
2568-1129,2568,5,24,2025-08-08,2025-08-04,present
2568-1129,2568,6,24,2025-08-07,2025-08-04,present
2568-1129,2568,1,25,2025-08-16,2025-08-11,present
2568-1129,2568,4,25,2025-08-14,2025-08-11,present
2568-1129,2568,5,25,2025-08-12,2025-08-11,present
2568-1129,2568,6,25,2025-08-14,2025-08-11,present
2568-1129,2568,1,26,2025-08-21,2025-08-18,present
2568-1129,2568,4,26,2025-08-18,2025-08-18,present
2568-1129,2568,5,26,2025-08-20,2025-08-18,present
2568-1129,2568,6,26,2025-08-23,2025-08-18,present
2568-1129,2568,1,27,2025-08-30,2025-08-25,present
2568-1129,2568,4,27,2025-08-29,2025-08-25,present
2568-1129,2568,5,27,2025-08-30,2025-08-25,present
2568-1129,2568,6,27,2025-08-26,2025-08-25,present
2568-1129,2568,1,28,2025-09-01,2025-09-01,present
2568-1129,2568,4,28,2025-09-02,2025-09-01,present
2568-1129,2568,5,28,2025-09-03,2025-09-01,present
2568-1129,2568,6,28,2025-09-02,2025-09-01,present
2568-1130,2568,4,2,2025-03-06,2025-03-03,present
2568-1130,2568,5,2,2025-03-05,2025-03-03,present
2568-1130,2568,6,2,2025-03-05,2025-03-03,absent
2568-1130,2568,4,3,2025-03-13,2025-03-10,leave
2568-1130,2568,5,3,2025-03-10,2025-03-10,leave
2568-1130,2568,6,3,2025-03-11,2025-03-10,present
2568-1130,2568,4,4,2025-03-18,2025-03-17,present
2568-1130,2568,5,4,2025-03-21,2025-03-17,present
2568-1130,2568,6,4,2025-03-21,2025-03-17,present
2568-1130,2568,4,5,2025-03-28,2025-03-24,present
2568-1130,2568,5,5,2025-03-24,2025-03-24,present
2568-1130,2568,6,5,2025-03-26,2025-03-24,present
2568-1130,2568,4,6,2025-04-04,2025-03-31,present
2568-1130,2568,5,6,2025-04-04,2025-03-31,present
2568-1130,2568,6,6,2025-04-03,2025-03-31,present
2568-1130,2568,4,7,2025-04-10,2025-04-07,present
2568-1130,2568,5,7,2025-04-10,2025-04-07,present
2568-1130,2568,6,7,2025-04-08,2025-04-07,absent
2568-1130,2568,4,8,2025-04-15,2025-04-14,present
2568-1130,2568,5,8,2025-04-16,2025-04-14,absent
2568-1130,2568,6,8,2025-04-16,2025-04-14,absent
2568-1130,2568,4,9,2025-04-25,2025-04-21,present
2568-1130,2568,5,9,2025-04-22,2025-04-21,absent
2568-1130,2568,6,9,2025-04-23,2025-04-21,absent
2568-1130,2568,4,10,2025-04-30,2025-04-28,present
2568-1130,2568,5,10,2025-05-01,2025-04-28,present
2568-1130,2568,6,10,2025-05-03,2025-04-28,present
2568-1130,2568,4,11,2025-05-06,2025-05-05,present
2568-1130,2568,5,11,2025-05-10,2025-05-05,absent
2568-1130,2568,6,11,2025-05-10,2025-05-05,present
2568-1130,2568,4,12,2025-05-13,2025-05-12,present
2568-1130,2568,5,12,2025-05-13,2025-05-12,present
2568-1130,2568,6,12,2025-05-12,2025-05-12,present
2568-1130,2568,4,13,2025-05-23,2025-05-19,present
2568-1130,2568,5,13,2025-05-23,2025-05-19,present
2568-1130,2568,6,13,2025-05-23,2025-05-19,present
2568-1130,2568,4,14,2025-05-31,2025-05-26,present
2568-1130,2568,5,14,2025-05-28,2025-05-26,present
2568-1130,2568,6,14,2025-05-26,2025-05-26,present
2568-1130,2568,4,15,2025-06-06,2025-06-02,present
2568-1130,2568,5,15,2025-06-03,2025-06-02,absent
2568-1130,2568,6,15,2025-06-05,2025-06-02,present
2568-1130,2568,4,16,2025-06-10,2025-06-09,present
2568-1130,2568,5,16,2025-06-11,2025-06-09,absent
2568-1130,2568,6,16,2025-06-13,2025-06-09,present
2568-1130,2568,4,17,2025-06-21,2025-06-16,present
2568-1130,2568,5,17,2025-06-19,2025-06-16,present
2568-1130,2568,6,17,2025-06-21,2025-06-16,present
2568-1130,2568,4,18,2025-06-24,2025-06-23,present
2568-1130,2568,5,18,2025-06-27,2025-06-23,leave
2568-1130,2568,6,18,2025-06-24,2025-06-23,present
2568-1130,2568,4,19,2025-07-01,2025-06-30,present
2568-1130,2568,5,19,2025-07-01,2025-06-30,present
2568-1130,2568,6,19,2025-07-03,2025-06-30,present
2568-1130,2568,4,20,2025-07-10,2025-07-07,present
2568-1130,2568,5,20,2025-07-09,2025-07-07,absent
2568-1130,2568,6,20,2025-07-10,2025-07-07,present
2568-1130,2568,4,21,2025-07-19,2025-07-14,absent
2568-1130,2568,5,21,2025-07-19,2025-07-14,absent
2568-1130,2568,6,21,2025-07-15,2025-07-14,present
2568-1130,2568,4,22,2025-07-24,2025-07-21,present
2568-1130,2568,5,22,2025-07-23,2025-07-21,leave
2568-1130,2568,6,22,2025-07-24,2025-07-21,present
2568-1130,2568,4,23,2025-07-31,2025-07-28,present
2568-1130,2568,5,23,2025-08-01,2025-07-28,present
2568-1130,2568,6,23,2025-07-31,2025-07-28,present
2568-1130,2568,4,24,2025-08-07,2025-08-04,present
2568-1130,2568,5,24,2025-08-08,2025-08-04,leave
2568-1130,2568,6,24,2025-08-07,2025-08-04,present
2568-1130,2568,4,25,2025-08-12,2025-08-11,present
2568-1130,2568,5,25,2025-08-12,2025-08-11,present
2568-1130,2568,6,25,2025-08-16,2025-08-11,present
2568-1130,2568,4,26,2025-08-22,2025-08-18,present
2568-1130,2568,5,26,2025-08-22,2025-08-18,absent
2568-1130,2568,6,26,2025-08-22,2025-08-18,present
2568-1130,2568,4,27,2025-08-29,2025-08-25,absent
2568-1130,2568,5,27,2025-08-27,2025-08-25,absent
2568-1130,2568,6,27,2025-08-26,2025-08-25,present
2568-1130,2568,4,28,2025-09-04,2025-09-01,present
2568-1130,2568,5,28,2025-09-06,2025-09-01,present
2568-1130,2568,6,28,2025-09-06,2025-09-01,present
2568-1131,2568,1,2,2025-03-04,2025-03-03,present
2568-1131,2568,4,2,2025-03-07,2025-03-03,present
2568-1131,2568,5,2,2025-03-07,2025-03-03,present
2568-1131,2568,6,2,2025-03-06,2025-03-03,absent
2568-1131,2568,1,3,2025-03-11,2025-03-10,present
2568-1131,2568,4,3,2025-03-13,2025-03-10,present
2568-1131,2568,5,3,2025-03-13,2025-03-10,absent
2568-1131,2568,6,3,2025-03-13,2025-03-10,leave
2568-1131,2568,1,4,2025-03-17,2025-03-17,absent
2568-1131,2568,4,4,2025-03-19,2025-03-17,present
2568-1131,2568,5,4,2025-03-19,2025-03-17,present
2568-1131,2568,6,4,2025-03-17,2025-03-17,present
2568-1131,2568,1,5,2025-03-29,2025-03-24,present
2568-1131,2568,4,5,2025-03-24,2025-03-24,present
2568-1131,2568,5,5,2025-03-29,2025-03-24,present
2568-1131,2568,6,5,2025-03-24,2025-03-24,present
2568-1131,2568,1,6,2025-04-03,2025-03-31,absent
2568-1131,2568,4,6,2025-03-31,2025-03-31,present
2568-1131,2568,5,6,2025-04-04,2025-03-31,present
2568-1131,2568,6,6,2025-04-02,2025-03-31,leave
2568-1131,2568,1,7,2025-04-08,2025-04-07,present
2568-1131,2568,4,7,2025-04-10,2025-04-07,present
2568-1131,2568,5,7,2025-04-09,2025-04-07,present
2568-1131,2568,6,7,2025-04-08,2025-04-07,absent
2568-1131,2568,1,8,2025-04-19,2025-04-14,present
2568-1131,2568,4,8,2025-04-18,2025-04-14,absent
2568-1131,2568,5,8,2025-04-19,2025-04-14,present
2568-1131,2568,6,8,2025-04-16,2025-04-14,present
2568-1131,2568,1,9,2025-04-23,2025-04-21,present
2568-1131,2568,4,9,2025-04-24,2025-04-21,present
2568-1131,2568,5,9,2025-04-25,2025-04-21,present
2568-1131,2568,6,9,2025-04-25,2025-04-21,present
2568-1131,2568,1,10,2025-04-30,2025-04-28,present
2568-1131,2568,4,10,2025-04-30,2025-04-28,present
2568-1131,2568,5,10,2025-04-30,2025-04-28,present
2568-1131,2568,6,10,2025-04-30,2025-04-28,leave
2568-1131,2568,1,11,2025-05-09,2025-05-05,present
2568-1131,2568,4,11,2025-05-08,2025-05-05,present
2568-1131,2568,5,11,2025-05-07,2025-05-05,present
2568-1131,2568,6,11,2025-05-10,2025-05-05,present
2568-1131,2568,1,12,2025-05-15,2025-05-12,leave
2568-1131,2568,4,12,2025-05-17,2025-05-12,present
2568-1131,2568,5,12,2025-05-13,2025-05-12,present
2568-1131,2568,6,12,2025-05-12,2025-05-12,present
2568-1131,2568,1,13,2025-05-23,2025-05-19,absent
2568-1131,2568,4,13,2025-05-23,2025-05-19,present
2568-1131,2568,5,13,2025-05-20,2025-05-19,present
2568-1131,2568,6,13,2025-05-20,2025-05-19,absent
2568-1131,2568,1,14,2025-05-26,2025-05-26,present
2568-1131,2568,4,14,2025-05-30,2025-05-26,absent
2568-1131,2568,5,14,2025-05-30,2025-05-26,present
2568-1131,2568,6,14,2025-05-26,2025-05-26,present
2568-1131,2568,1,15,2025-06-06,2025-06-02,present
2568-1131,2568,4,15,2025-06-04,2025-06-02,present
2568-1131,2568,5,15,2025-06-02,2025-06-02,present
2568-1131,2568,6,15,2025-06-07,2025-06-02,absent
2568-1131,2568,1,16,2025-06-10,2025-06-09,present
2568-1131,2568,4,16,2025-06-09,2025-06-09,absent
2568-1131,2568,5,16,2025-06-09,2025-06-09,present
2568-1131,2568,6,16,2025-06-14,2025-06-09,present
2568-1131,2568,1,17,2025-06-16,2025-06-16,present
2568-1131,2568,4,17,2025-06-21,2025-06-16,absent
2568-1131,2568,5,17,2025-06-16,2025-06-16,absent
2568-1131,2568,6,17,2025-06-20,2025-06-16,absent
2568-1131,2568,1,18,2025-06-27,2025-06-23,present
2568-1131,2568,4,18,2025-06-25,2025-06-23,present
2568-1131,2568,5,18,2025-06-27,2025-06-23,present
2568-1131,2568,6,18,2025-06-23,2025-06-23,present
2568-1131,2568,1,19,2025-07-01,2025-06-30,present
2568-1131,2568,4,19,2025-07-03,2025-06-30,present
2568-1131,2568,5,19,2025-07-04,2025-06-30,present
2568-1131,2568,6,19,2025-07-03,2025-06-30,present
2568-1131,2568,1,20,2025-07-09,2025-07-07,leave
2568-1131,2568,4,20,2025-07-10,2025-07-07,absent
2568-1131,2568,5,20,2025-07-09,2025-07-07,present
2568-1131,2568,6,20,2025-07-11,2025-07-07,present
2568-1131,2568,1,21,2025-07-17,2025-07-14,present
2568-1131,2568,4,21,2025-07-15,2025-07-14,present
2568-1131,2568,5,21,2025-07-15,2025-07-14,present
2568-1131,2568,6,21,2025-07-18,2025-07-14,present
2568-1131,2568,1,22,2025-07-24,2025-07-21,present
2568-1131,2568,4,22,2025-07-25,2025-07-21,present
2568-1131,2568,5,22,2025-07-23,2025-07-21,absent
2568-1131,2568,6,22,2025-07-23,2025-07-21,present
2568-1131,2568,1,23,2025-08-01,2025-07-28,present
2568-1131,2568,4,23,2025-08-02,2025-07-28,present
2568-1131,2568,5,23,2025-07-30,2025-07-28,present
2568-1131,2568,6,23,2025-07-30,2025-07-28,absent
2568-1131,2568,1,24,2025-08-04,2025-08-04,present
2568-1131,2568,4,24,2025-08-05,2025-08-04,absent
2568-1131,2568,5,24,2025-08-06,2025-08-04,present
2568-1131,2568,6,24,2025-08-05,2025-08-04,present
2568-1131,2568,1,25,2025-08-16,2025-08-11,present
2568-1131,2568,4,25,2025-08-16,2025-08-11,present
2568-1131,2568,5,25,2025-08-11,2025-08-11,present
2568-1131,2568,6,25,2025-08-12,2025-08-11,present
2568-1131,2568,1,26,2025-08-21,2025-08-18,absent
2568-1131,2568,4,26,2025-08-19,2025-08-18,present
2568-1131,2568,5,26,2025-08-18,2025-08-18,present
2568-1131,2568,6,26,2025-08-22,2025-08-18,present
2568-1131,2568,1,27,2025-08-29,2025-08-25,present
2568-1131,2568,4,27,2025-08-30,2025-08-25,present
2568-1131,2568,5,27,2025-08-26,2025-08-25,present
2568-1131,2568,6,27,2025-08-25,2025-08-25,present
2568-1131,2568,1,28,2025-09-06,2025-09-01,present
2568-1131,2568,4,28,2025-09-03,2025-09-01,absent
2568-1131,2568,5,28,2025-09-06,2025-09-01,present
2568-1131,2568,6,28,2025-09-05,2025-09-01,present
2568-1132,2568,1,2,2025-03-03,2025-03-03,present
2568-1132,2568,4,2,2025-03-04,2025-03-03,absent
2568-1132,2568,5,2,2025-03-07,2025-03-03,present
2568-1132,2568,6,2,2025-03-05,2025-03-03,present
2568-1132,2568,1,3,2025-03-10,2025-03-10,absent
2568-1132,2568,4,3,2025-03-15,2025-03-10,present
2568-1132,2568,5,3,2025-03-12,2025-03-10,present
2568-1132,2568,6,3,2025-03-14,2025-03-10,present
2568-1132,2568,1,4,2025-03-21,2025-03-17,present
2568-1132,2568,4,4,2025-03-20,2025-03-17,present
2568-1132,2568,5,4,2025-03-20,2025-03-17,present
2568-1132,2568,6,4,2025-03-19,2025-03-17,present
2568-1132,2568,1,5,2025-03-29,2025-03-24,present
2568-1132,2568,4,5,2025-03-27,2025-03-24,present
2568-1132,2568,5,5,2025-03-27,2025-03-24,present
2568-1132,2568,6,5,2025-03-26,2025-03-24,present
2568-1132,2568,1,6,2025-04-05,2025-03-31,present
2568-1132,2568,4,6,2025-04-01,2025-03-31,present
2568-1132,2568,5,6,2025-03-31,2025-03-31,present
2568-1132,2568,6,6,2025-04-02,2025-03-31,present
2568-1132,2568,1,7,2025-04-08,2025-04-07,present
2568-1132,2568,4,7,2025-04-11,2025-04-07,present
2568-1132,2568,5,7,2025-04-07,2025-04-07,present
2568-1132,2568,6,7,2025-04-08,2025-04-07,present
2568-1132,2568,1,8,2025-04-14,2025-04-14,present
2568-1132,2568,4,8,2025-04-14,2025-04-14,present
2568-1132,2568,5,8,2025-04-19,2025-04-14,present
2568-1132,2568,6,8,2025-04-18,2025-04-14,present
2568-1132,2568,1,9,2025-04-21,2025-04-21,present
2568-1132,2568,4,9,2025-04-22,2025-04-21,present
2568-1132,2568,5,9,2025-04-22,2025-04-21,present
2568-1132,2568,6,9,2025-04-25,2025-04-21,present
2568-1132,2568,1,10,2025-05-02,2025-04-28,present
2568-1132,2568,4,10,2025-04-30,2025-04-28,present
2568-1132,2568,5,10,2025-04-28,2025-04-28,present
2568-1132,2568,6,10,2025-04-29,2025-04-28,present
2568-1132,2568,1,11,2025-05-09,2025-05-05,present
2568-1132,2568,4,11,2025-05-08,2025-05-05,present
2568-1132,2568,5,11,2025-05-05,2025-05-05,present
2568-1132,2568,6,11,2025-05-06,2025-05-05,present
2568-1132,2568,1,12,2025-05-13,2025-05-12,present
2568-1132,2568,4,12,2025-05-13,2025-05-12,present
2568-1132,2568,5,12,2025-05-12,2025-05-12,present
2568-1132,2568,6,12,2025-05-17,2025-05-12,present
2568-1132,2568,1,13,2025-05-19,2025-05-19,present
2568-1132,2568,4,13,2025-05-19,2025-05-19,present
2568-1132,2568,5,13,2025-05-23,2025-05-19,present
2568-1132,2568,6,13,2025-05-24,2025-05-19,present
2568-1132,2568,1,14,2025-05-31,2025-05-26,present
2568-1132,2568,4,14,2025-05-31,2025-05-26,present
2568-1132,2568,5,14,2025-05-27,2025-05-26,present
2568-1132,2568,6,14,2025-05-30,2025-05-26,present
2568-1132,2568,1,15,2025-06-03,2025-06-02,present
2568-1132,2568,4,15,2025-06-03,2025-06-02,present
2568-1132,2568,5,15,2025-06-02,2025-06-02,present
2568-1132,2568,6,15,2025-06-02,2025-06-02,present
2568-1132,2568,1,16,2025-06-10,2025-06-09,present
2568-1132,2568,4,16,2025-06-10,2025-06-09,present
2568-1132,2568,5,16,2025-06-10,2025-06-09,present
2568-1132,2568,6,16,2025-06-14,2025-06-09,present
2568-1132,2568,1,17,2025-06-20,2025-06-16,present
2568-1132,2568,4,17,2025-06-16,2025-06-16,present
2568-1132,2568,5,17,2025-06-17,2025-06-16,present
2568-1132,2568,6,17,2025-06-21,2025-06-16,present
2568-1132,2568,1,18,2025-06-28,2025-06-23,present
2568-1132,2568,4,18,2025-06-28,2025-06-23,present
2568-1132,2568,5,18,2025-06-25,2025-06-23,present
2568-1132,2568,6,18,2025-06-28,2025-06-23,present
2568-1132,2568,1,19,2025-07-01,2025-06-30,present
2568-1132,2568,4,19,2025-07-03,2025-06-30,present
2568-1132,2568,5,19,2025-07-04,2025-06-30,present
2568-1132,2568,6,19,2025-07-03,2025-06-30,present
2568-1132,2568,1,20,2025-07-11,2025-07-07,present
2568-1132,2568,4,20,2025-07-10,2025-07-07,present
2568-1132,2568,5,20,2025-07-12,2025-07-07,present
2568-1132,2568,6,20,2025-07-09,2025-07-07,present
2568-1132,2568,1,21,2025-07-14,2025-07-14,present
2568-1132,2568,4,21,2025-07-18,2025-07-14,present
2568-1132,2568,5,21,2025-07-18,2025-07-14,present
2568-1132,2568,6,21,2025-07-15,2025-07-14,present
2568-1132,2568,1,22,2025-07-23,2025-07-21,present
2568-1132,2568,4,22,2025-07-23,2025-07-21,present
2568-1132,2568,5,22,2025-07-23,2025-07-21,present
2568-1132,2568,6,22,2025-07-26,2025-07-21,present
2568-1132,2568,1,23,2025-07-31,2025-07-28,present
2568-1132,2568,4,23,2025-07-31,2025-07-28,present
2568-1132,2568,5,23,2025-07-29,2025-07-28,present
2568-1132,2568,6,23,2025-08-01,2025-07-28,present
2568-1132,2568,1,24,2025-08-04,2025-08-04,present
2568-1132,2568,4,24,2025-08-07,2025-08-04,present
2568-1132,2568,5,24,2025-08-07,2025-08-04,present
2568-1132,2568,6,24,2025-08-09,2025-08-04,present
2568-1132,2568,1,25,2025-08-12,2025-08-11,present
2568-1132,2568,4,25,2025-08-13,2025-08-11,present
2568-1132,2568,5,25,2025-08-16,2025-08-11,present
2568-1132,2568,6,25,2025-08-12,2025-08-11,present
2568-1132,2568,1,26,2025-08-20,2025-08-18,present
2568-1132,2568,4,26,2025-08-20,2025-08-18,present
2568-1132,2568,5,26,2025-08-21,2025-08-18,present
2568-1132,2568,6,26,2025-08-22,2025-08-18,present
2568-1132,2568,1,27,2025-08-28,2025-08-25,present
2568-1132,2568,4,27,2025-08-27,2025-08-25,present
2568-1132,2568,5,27,2025-08-27,2025-08-25,present
2568-1132,2568,6,27,2025-08-25,2025-08-25,absent
2568-1132,2568,1,28,2025-09-05,2025-09-01,present
2568-1132,2568,4,28,2025-09-05,2025-09-01,present
2568-1132,2568,5,28,2025-09-04,2025-09-01,present
2568-1132,2568,6,28,2025-09-01,2025-09-01,present
2568-1133,2568,1,2,2025-03-06,2025-03-03,present
2568-1133,2568,4,2,2025-03-08,2025-03-03,present
2568-1133,2568,5,2,2025-03-05,2025-03-03,present
2568-1133,2568,6,2,2025-03-05,2025-03-03,present
2568-1133,2568,1,3,2025-03-15,2025-03-10,present
2568-1133,2568,4,3,2025-03-12,2025-03-10,present
2568-1133,2568,5,3,2025-03-14,2025-03-10,present
2568-1133,2568,6,3,2025-03-12,2025-03-10,present
2568-1133,2568,1,4,2025-03-18,2025-03-17,present
2568-1133,2568,4,4,2025-03-21,2025-03-17,present
2568-1133,2568,5,4,2025-03-18,2025-03-17,present
2568-1133,2568,6,4,2025-03-20,2025-03-17,present
2568-1133,2568,1,5,2025-03-24,2025-03-24,present
2568-1133,2568,4,5,2025-03-24,2025-03-24,present
2568-1133,2568,5,5,2025-03-26,2025-03-24,present
2568-1133,2568,6,5,2025-03-27,2025-03-24,present
2568-1133,2568,1,6,2025-04-01,2025-03-31,present
2568-1133,2568,4,6,2025-04-02,2025-03-31,present
2568-1133,2568,5,6,2025-04-03,2025-03-31,present
2568-1133,2568,6,6,2025-04-04,2025-03-31,present
2568-1133,2568,1,7,2025-04-11,2025-04-07,present
2568-1133,2568,4,7,2025-04-07,2025-04-07,present
2568-1133,2568,5,7,2025-04-12,2025-04-07,present
2568-1133,2568,6,7,2025-04-08,2025-04-07,present
2568-1133,2568,1,8,2025-04-18,2025-04-14,present
2568-1133,2568,4,8,2025-04-18,2025-04-14,present
2568-1133,2568,5,8,2025-04-17,2025-04-14,absent
2568-1133,2568,6,8,2025-04-17,2025-04-14,present
2568-1133,2568,1,9,2025-04-25,2025-04-21,present
2568-1133,2568,4,9,2025-04-25,2025-04-21,present
2568-1133,2568,5,9,2025-04-25,2025-04-21,absent
2568-1133,2568,6,9,2025-04-23,2025-04-21,present
2568-1133,2568,1,10,2025-05-02,2025-04-28,present
2568-1133,2568,4,10,2025-05-03,2025-04-28,present
2568-1133,2568,5,10,2025-04-29,2025-04-28,present
2568-1133,2568,6,10,2025-04-28,2025-04-28,present
2568-1133,2568,1,11,2025-05-09,2025-05-05,present
2568-1133,2568,4,11,2025-05-08,2025-05-05,present
2568-1133,2568,5,11,2025-05-10,2025-05-05,present
2568-1133,2568,6,11,2025-05-07,2025-05-05,absent
2568-1133,2568,1,12,2025-05-12,2025-05-12,present
2568-1133,2568,4,12,2025-05-16,2025-05-12,present
2568-1133,2568,5,12,2025-05-12,2025-05-12,present
2568-1133,2568,6,12,2025-05-13,2025-05-12,present
2568-1133,2568,1,13,2025-05-23,2025-05-19,present
2568-1133,2568,4,13,2025-05-23,2025-05-19,present
2568-1133,2568,5,13,2025-05-23,2025-05-19,present
2568-1133,2568,6,13,2025-05-19,2025-05-19,present
2568-1133,2568,1,14,2025-05-26,2025-05-26,present
2568-1133,2568,4,14,2025-05-31,2025-05-26,absent
2568-1133,2568,5,14,2025-05-30,2025-05-26,present
2568-1133,2568,6,14,2025-05-26,2025-05-26,present
2568-1133,2568,1,15,2025-06-04,2025-06-02,present
2568-1133,2568,4,15,2025-06-05,2025-06-02,present
2568-1133,2568,5,15,2025-06-04,2025-06-02,present
2568-1133,2568,6,15,2025-06-03,2025-06-02,present
2568-1133,2568,1,16,2025-06-12,2025-06-09,present
2568-1133,2568,4,16,2025-06-10,2025-06-09,present
2568-1133,2568,5,16,2025-06-09,2025-06-09,present
2568-1133,2568,6,16,2025-06-10,2025-06-09,present
2568-1133,2568,1,17,2025-06-20,2025-06-16,present
2568-1133,2568,4,17,2025-06-16,2025-06-16,present
2568-1133,2568,5,17,2025-06-19,2025-06-16,present
2568-1133,2568,6,17,2025-06-19,2025-06-16,present
2568-1133,2568,1,18,2025-06-24,2025-06-23,present
2568-1133,2568,4,18,2025-06-24,2025-06-23,present
2568-1133,2568,5,18,2025-06-24,2025-06-23,present
2568-1133,2568,6,18,2025-06-28,2025-06-23,present
2568-1133,2568,1,19,2025-07-01,2025-06-30,leave
2568-1133,2568,4,19,2025-07-04,2025-06-30,present
2568-1133,2568,5,19,2025-07-04,2025-06-30,present
2568-1133,2568,6,19,2025-07-03,2025-06-30,present
2568-1133,2568,1,20,2025-07-10,2025-07-07,present
2568-1133,2568,4,20,2025-07-12,2025-07-07,present
2568-1133,2568,5,20,2025-07-12,2025-07-07,present
2568-1133,2568,6,20,2025-07-10,2025-07-07,present
2568-1133,2568,1,21,2025-07-16,2025-07-14,present
2568-1133,2568,4,21,2025-07-14,2025-07-14,present
2568-1133,2568,5,21,2025-07-19,2025-07-14,present
2568-1133,2568,6,21,2025-07-17,2025-07-14,present
2568-1133,2568,1,22,2025-07-26,2025-07-21,present
2568-1133,2568,4,22,2025-07-25,2025-07-21,present
2568-1133,2568,5,22,2025-07-24,2025-07-21,present
2568-1133,2568,6,22,2025-07-22,2025-07-21,absent
2568-1133,2568,1,23,2025-08-02,2025-07-28,present
2568-1133,2568,4,23,2025-08-02,2025-07-28,present
2568-1133,2568,5,23,2025-08-01,2025-07-28,present
2568-1133,2568,6,23,2025-08-02,2025-07-28,present
2568-1133,2568,1,24,2025-08-09,2025-08-04,present
2568-1133,2568,4,24,2025-08-08,2025-08-04,present
2568-1133,2568,5,24,2025-08-04,2025-08-04,present
2568-1133,2568,6,24,2025-08-04,2025-08-04,present
2568-1133,2568,1,25,2025-08-16,2025-08-11,present
2568-1133,2568,4,25,2025-08-11,2025-08-11,present
2568-1133,2568,5,25,2025-08-16,2025-08-11,present
2568-1133,2568,6,25,2025-08-16,2025-08-11,present
2568-1133,2568,1,26,2025-08-19,2025-08-18,present
2568-1133,2568,4,26,2025-08-19,2025-08-18,absent
2568-1133,2568,5,26,2025-08-21,2025-08-18,present
2568-1133,2568,6,26,2025-08-22,2025-08-18,present
2568-1133,2568,1,27,2025-08-27,2025-08-25,present
2568-1133,2568,4,27,2025-08-30,2025-08-25,present
2568-1133,2568,5,27,2025-08-27,2025-08-25,present
2568-1133,2568,6,27,2025-08-29,2025-08-25,present
2568-1133,2568,1,28,2025-09-04,2025-09-01,present
2568-1133,2568,4,28,2025-09-01,2025-09-01,present
2568-1133,2568,5,28,2025-09-02,2025-09-01,present
2568-1133,2568,6,28,2025-09-02,2025-09-01,present
2568-1134,2568,1,7,2025-04-10,2025-04-07,present
2568-1134,2568,4,7,2025-04-08,2025-04-07,present
2568-1134,2568,5,7,2025-04-12,2025-04-07,present
2568-1134,2568,6,7,2025-04-08,2025-04-07,present
2568-1134,2568,1,8,2025-04-14,2025-04-14,present
2568-1134,2568,4,8,2025-04-16,2025-04-14,present
2568-1134,2568,5,8,2025-04-15,2025-04-14,present
2568-1134,2568,6,8,2025-04-19,2025-04-14,present
2568-1134,2568,1,9,2025-04-22,2025-04-21,present
2568-1134,2568,4,9,2025-04-26,2025-04-21,present
2568-1134,2568,5,9,2025-04-23,2025-04-21,present
2568-1134,2568,6,9,2025-04-22,2025-04-21,present
2568-1134,2568,1,10,2025-05-01,2025-04-28,present
2568-1134,2568,4,10,2025-05-03,2025-04-28,absent
2568-1134,2568,5,10,2025-04-28,2025-04-28,present
2568-1134,2568,6,10,2025-04-28,2025-04-28,absent
2568-1134,2568,1,11,2025-05-10,2025-05-05,present
2568-1134,2568,4,11,2025-05-05,2025-05-05,present
2568-1134,2568,5,11,2025-05-05,2025-05-05,present
2568-1134,2568,6,11,2025-05-10,2025-05-05,present
2568-1134,2568,1,12,2025-05-15,2025-05-12,absent
2568-1134,2568,4,12,2025-05-12,2025-05-12,present
2568-1134,2568,5,12,2025-05-13,2025-05-12,present
2568-1134,2568,6,12,2025-05-15,2025-05-12,leave
2568-1134,2568,1,13,2025-05-20,2025-05-19,absent
2568-1134,2568,4,13,2025-05-22,2025-05-19,present
2568-1134,2568,5,13,2025-05-24,2025-05-19,present
2568-1134,2568,6,13,2025-05-20,2025-05-19,present
2568-1134,2568,1,14,2025-05-31,2025-05-26,absent
2568-1134,2568,4,14,2025-05-27,2025-05-26,present
2568-1134,2568,5,14,2025-05-28,2025-05-26,present
2568-1134,2568,6,14,2025-05-27,2025-05-26,present
2568-1134,2568,1,15,2025-06-04,2025-06-02,present
2568-1134,2568,4,15,2025-06-04,2025-06-02,present
2568-1134,2568,5,15,2025-06-06,2025-06-02,absent
2568-1134,2568,6,15,2025-06-02,2025-06-02,present
2568-1134,2568,1,16,2025-06-11,2025-06-09,present
2568-1134,2568,4,16,2025-06-09,2025-06-09,absent
2568-1134,2568,5,16,2025-06-12,2025-06-09,present
2568-1134,2568,6,16,2025-06-12,2025-06-09,present
2568-1134,2568,1,17,2025-06-21,2025-06-16,present
2568-1134,2568,4,17,2025-06-19,2025-06-16,absent
2568-1134,2568,5,17,2025-06-20,2025-06-16,present
2568-1134,2568,6,17,2025-06-21,2025-06-16,present
2568-1134,2568,1,18,2025-06-28,2025-06-23,present
2568-1134,2568,4,18,2025-06-28,2025-06-23,present
2568-1134,2568,5,18,2025-06-27,2025-06-23,absent
2568-1134,2568,6,18,2025-06-25,2025-06-23,absent
2568-1134,2568,1,19,2025-07-04,2025-06-30,present
2568-1134,2568,4,19,2025-07-04,2025-06-30,present
2568-1134,2568,5,19,2025-07-03,2025-06-30,present
2568-1134,2568,6,19,2025-07-03,2025-06-30,present
2568-1135,2568,1,2,2025-03-05,2025-03-03,present
2568-1135,2568,4,2,2025-03-08,2025-03-03,present
2568-1135,2568,5,2,2025-03-05,2025-03-03,present
2568-1135,2568,6,2,2025-03-05,2025-03-03,present
