student_key,year,week_start,week_end,att_week_pct,att_cum_pct,silent_weeks,streak_weeks,practice_done,practice_total,practice_pct,practice_avg_score,checkpoint_done,checkpoint_total,checkpoint_pct,checkpoint_avg_score,tier
2568-1130,2568,2025-09-01,2025-09-07,100.0,75.30864197530865,0,1,15,27,55.55555555555556,78.05333333333334,7,12,58.333333333333336,81.72857142857143,green
2568-1131,2568,2025-09-01,2025-09-07,75.0,76.85185185185185,0,8,27,36,75.0,80.43703703703704,11,16,68.75,86.13636363636364,green
2568-1132,2568,2025-09-01,2025-09-07,100.0,97.22222222222223,0,27,29,36,80.55555555555556,88.4241379310345,15,16,93.75,85.06,green
2568-1133,2568,2025-09-01,2025-09-07,100.0,93.51851851851852,0,27,27,36,75.0,87.05185185185185,11,16,68.75,84.80909090909091,green
2568-1134,2568,2025-09-01,2025-09-07,,78.84615384615384,0,1,15,36,41.666666666666664,83.15333333333334,5,16,31.25,84.35999999999999,green
2568-1135,2568,2025-09-01,2025-09-07,,83.33333333333333,0,5,9,36,25.0,76.54444444444444,3,16,18.75,77.2,green
2568-1136,2568,2025-09-01,2025-09-07,100.0,100.0,0,18,14,27,51.851851851851855,87.44285714285714,8,12,66.66666666666667,84.8375,green
2568-1137,2568,2025-09-01,2025-09-07,50.0,91.66666666666667,0,0,25,36,69.44444444444444,86.288,14,16,87.5,85.82857142857142,yellow
2568-1138,2568,2025-09-01,2025-09-07,75.0,73.86363636363636,0,1,25,36,69.44444444444444,77.9,9,16,56.25,81.72222222222223,green
2568-1139,2568,2025-09-01,2025-09-07,,68.26923076923077,0,1,21,36,58.333333333333336,68.58095238095238,10,16,62.5,71.01,green
2568-1140,2568,2025-09-01,2025-09-07,,80.76923076923077,0,0,20,27,74.07407407407408,83.10499999999999,9,12,75.0,87.60000000000001,green
2568-1141,2568,2025-09-01,2025-09-07,66.66666666666667,80.24691358024691,0,0,18,27,66.66666666666667,82.5,10,12,83.33333333333333,80.46,yellow
2568-1142,2568,2025-09-01,2025-09-07,100.0,69.44444444444444,0,1,19,36,52.77777777777778,80.41578947368421,6,16,37.5,71.78333333333333,green
2568-1143,2568,2025-09-01,2025-09-07,100.0,92.5925925925926,0,2,20,27,74.07407407407408,80.94000000000001,9,12,75.0,82.55555555555556,green
2568-1144,2568,2025-09-01,2025-09-07,,55.55555555555556,0,1,4,18,22.22222222222222,75.625,2,8,25.0,57.55,green
2568-1145,2568,2025-09-01,2025-09-07,75.0,80.55555555555556,0,3,27,36,75.0,83.37037037037035,13,16,81.25,84.65384615384616,green
2568-1146,2568,2025-09-01,2025-09-07,33.333333333333336,58.02469135802469,0,0,13,27,48.148148148148145,65.13076923076923,6,12,50.0,61.833333333333336,orange
2568-1147,2568,2025-09-01,2025-09-07,,38.888888888888886,0,0,5,36,13.88888888888889,72.06000000000002,2,16,12.5,58.25,green
2568-1148,2568,2025-09-01,2025-09-07,100.0,86.41975308641975,0,1,19,27,70.37037037037037,82.64736842105263,9,12,75.0,76.72222222222223,green
2568-1149,2568,2025-09-01,2025-09-07,,59.25925925925926,0,0,8,27,29.62962962962963,76.5125,1,12,8.333333333333334,96.6,green
2568-1150,2568,2025-09-01,2025-09-07,66.66666666666667,74.07407407407408,0,0,18,27,66.66666666666667,73.36666666666666,10,12,83.33333333333333,75.55,yellow
2568-1151,2568,2025-09-01,2025-09-07,100.0,77.77777777777777,0,3,17,27,62.96296296296296,81.17647058823529,8,12,66.66666666666667,82.35000000000001,green
2568-1152,2568,2025-09-01,2025-09-07,75.0,78.70370370370371,0,8,24,36,66.66666666666667,82.75,13,16,81.25,76.2923076923077,green
2568-1153,2568,2025-09-01,2025-09-07,,79.41176470588235,0,6,18,36,50.0,81.32222222222222,8,16,50.0,84.5625,green
2568-1154,2568,2025-09-01,2025-09-07,,62.5,1,0,4,18,22.22222222222222,82.5,2,8,25.0,89.55,green
2568-1155,2568,2025-09-01,2025-09-07,,28.205128205128204,0,0,4,27,14.814814814814815,66.92500000000001,1,12,8.333333333333334,63.8,green
2568-1156,2568,2025-09-01,2025-09-07,100.0,62.96296296296296,0,1,19,36,52.77777777777778,71.18947368421053,11,16,68.75,68.1,green
2568-1157,2568,2025-09-01,2025-09-07,50.0,86.11111111111111,0,0,21,36,58.333333333333336,72.55238095238094,13,16,81.25,72.5,yellow
2568-1158,2568,2025-09-01,2025-09-07,100.0,83.33333333333333,0,6,28,36,77.77777777777777,86.92142857142858,13,16,81.25,85.9,green
2568-1159,2568,2025-09-01,2025-09-07,100.0,100.0,0,22,20,27,74.07407407407408,89.55000000000001,9,12,75.0,86.9,green
2568-1160,2568,2025-09-01,2025-09-07,100.0,85.22727272727273,0,5,18,36,50.0,88.25555555555556,8,16,50.0,84.7875,green
uuid-2569-2001,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2002,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2003,2569,2026-03-02,2026-03-08,25.0,25.0,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2004,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2005,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2006,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2007,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2008,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2009,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2010,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2011,2569,2026-03-02,2026-03-08,0.0,0.0,1,0,0,2,0.0,,0,0,,,red
uuid-2569-2012,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2013,2569,2026-03-02,2026-03-08,33.333333333333336,33.333333333333336,0,0,0,3,0.0,,0,0,,,orange
uuid-2569-2014,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2015,2569,2026-03-02,2026-03-08,66.66666666666667,66.66666666666667,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2016,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2017,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2018,2569,2026-03-02,2026-03-08,25.0,25.0,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2019,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2020,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2021,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2022,2569,2026-03-02,2026-03-08,66.66666666666667,66.66666666666667,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2023,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2024,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2025,2569,2026-03-02,2026-03-08,66.66666666666667,66.66666666666667,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2026,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2027,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2028,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2029,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,2,0.0,,0,0,,,yellow
uuid-2569-2030,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2031,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2032,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2033,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2034,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2035,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2036,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2037,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2038,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,3,0.0,,0,0,,,green
uuid-2569-2039,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2040,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2041,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2042,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2043,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2044,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2045,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2046,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2047,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2048,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2049,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2050,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2051,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2052,2569,2026-03-02,2026-03-08,,,0,0,0,2,0.0,,0,0,,,green
uuid-2569-2053,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2054,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2055,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2056,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2057,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2058,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2059,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2060,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2061,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2062,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,3,0.0,,0,0,,,green
uuid-2569-2063,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2064,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2065,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,3,0.0,,0,0,,,green
uuid-2569-2066,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2067,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,3,0.0,,0,0,,,green
uuid-2569-2068,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2069,2569,2026-03-02,2026-03-08,,,0,0,0,2,0.0,,0,0,,,green
uuid-2569-2070,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2071,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2072,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2073,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2074,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2075,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2076,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2077,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2078,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2079,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2080,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2081,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2082,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,2,0.0,,0,0,,,yellow
uuid-2569-2083,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2084,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2085,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2086,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2087,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2088,2569,2026-03-02,2026-03-08,0.0,0.0,1,0,0,2,0.0,,0,0,,,red
uuid-2569-2089,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2090,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2091,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2092,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2093,2569,2026-03-02,2026-03-08,66.66666666666667,66.66666666666667,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2094,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2095,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,2,0.0,,0,0,,,yellow
uuid-2569-2096,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2097,2569,2026-03-02,2026-03-08,66.66666666666667,66.66666666666667,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2098,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2099,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2100,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2101,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2102,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,2,0.0,,0,0,,,yellow
uuid-2569-2103,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2104,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2105,2569,2026-03-02,2026-03-08,0.0,0.0,1,0,0,4,0.0,,0,0,,,red
uuid-2569-2106,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2107,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2108,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2109,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2110,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2111,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2112,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2113,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,3,0.0,,0,0,,,green
uuid-2569-2114,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2115,2569,2026-03-02,2026-03-08,25.0,25.0,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2116,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2117,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2118,2569,2026-03-02,2026-03-08,66.66666666666667,66.66666666666667,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2119,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2120,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2121,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2122,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2123,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2124,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2125,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2126,2569,2026-03-02,2026-03-08,25.0,25.0,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2127,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2128,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2129,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2130,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2131,2569,2026-03-02,2026-03-08,33.333333333333336,33.333333333333336,0,0,0,3,0.0,,0,0,,,orange
uuid-2569-2132,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,2,0.0,,0,0,,,yellow
uuid-2569-2133,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2134,2569,2026-03-02,2026-03-08,0.0,0.0,1,0,0,2,0.0,,0,0,,,red
uuid-2569-2135,2569,2026-03-02,2026-03-08,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2136,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2137,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2138,2569,2026-03-02,2026-03-08,75.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2139,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2140,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2141,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2142,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2143,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2144,2569,2026-03-02,2026-03-08,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2145,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2146,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,3,0.0,,0,0,,,green
uuid-2569-2147,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2148,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2149,2569,2026-03-02,2026-03-08,100.0,100.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2150,2569,2026-03-02,2026-03-08,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2001,2569,2026-03-09,2026-03-15,50.0,75.0,0,0,0,2,0.0,,0,0,,,yellow
uuid-2569-2002,2569,2026-03-09,2026-03-15,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2003,2569,2026-03-09,2026-03-15,75.0,50.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2004,2569,2026-03-09,2026-03-15,100.0,87.5,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2005,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2006,2569,2026-03-09,2026-03-15,100.0,75.0,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2007,2569,2026-03-09,2026-03-15,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2008,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2009,2569,2026-03-09,2026-03-15,50.0,75.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2010,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2011,2569,2026-03-09,2026-03-15,100.0,50.0,0,1,0,2,0.0,,0,0,,,green
uuid-2569-2012,2569,2026-03-09,2026-03-15,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2013,2569,2026-03-09,2026-03-15,66.66666666666667,50.0,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2014,2569,2026-03-09,2026-03-15,25.0,62.5,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2015,2569,2026-03-09,2026-03-15,66.66666666666667,66.66666666666667,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2016,2569,2026-03-09,2026-03-15,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2017,2569,2026-03-09,2026-03-15,75.0,75.0,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2018,2569,2026-03-09,2026-03-15,25.0,25.0,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2019,2569,2026-03-09,2026-03-15,100.0,87.5,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2020,2569,2026-03-09,2026-03-15,100.0,87.5,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2021,2569,2026-03-09,2026-03-15,100.0,87.5,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2022,2569,2026-03-09,2026-03-15,100.0,83.33333333333333,0,1,0,3,0.0,,0,0,,,green
uuid-2569-2023,2569,2026-03-09,2026-03-15,25.0,50.0,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2024,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,2,0.0,,0,0,,,green
uuid-2569-2025,2569,2026-03-09,2026-03-15,66.66666666666667,66.66666666666667,0,0,0,3,0.0,,0,0,,,yellow
uuid-2569-2026,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2027,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2028,2569,2026-03-09,2026-03-15,50.0,50.0,0,0,0,4,0.0,,0,0,,,yellow
uuid-2569-2029,2569,2026-03-09,2026-03-15,50.0,50.0,0,0,0,2,0.0,,0,0,,,yellow
uuid-2569-2030,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2031,2569,2026-03-09,2026-03-15,75.0,62.5,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2032,2569,2026-03-09,2026-03-15,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2033,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,2,0.0,,0,0,,,green
uuid-2569-2034,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2035,2569,2026-03-09,2026-03-15,,,0,0,0,3,0.0,,0,0,,,green
uuid-2569-2036,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,2,0.0,,0,0,,,green
uuid-2569-2037,2569,2026-03-09,2026-03-15,75.0,87.5,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2038,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,3,0.0,,0,0,,,green
uuid-2569-2039,2569,2026-03-09,2026-03-15,25.0,50.0,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2040,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2041,2569,2026-03-09,2026-03-15,25.0,37.5,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2042,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2043,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2044,2569,2026-03-09,2026-03-15,75.0,62.5,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2045,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2046,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2047,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2048,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2049,2569,2026-03-09,2026-03-15,75.0,62.5,0,1,0,4,0.0,,0,0,,,green
uuid-2569-2050,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2051,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2052,2569,2026-03-09,2026-03-15,,,0,0,0,2,0.0,,0,0,,,green
uuid-2569-2053,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2054,2569,2026-03-09,2026-03-15,25.0,50.0,0,0,0,4,0.0,,0,0,,,orange
uuid-2569-2055,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,4,0.0,,0,0,,,green
uuid-2569-2056,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2057,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2058,2569,2026-03-09,2026-03-15,,,0,0,0,4,0.0,,0,0,,,green
uuid-2569-2059,2569,2026-03-09,2026-03-15,100.0,100.0,0,2,0,2,0.0,,0,0,,,green
uuid-2569-2060,2569,2026-03-09,2026-03-15,100.0,75.0,0,1,0,4,0.0,,0,0,,,green
