student_key,year,exam_id,subject_id,exam_type,submitted_at,percentage,passed
2568-1124,2568,2568-S5-P9,5,practice,2025-08-12 18:00:00,71.6,1
2568-1124,2568,2568-S6-P9,6,practice,2025-08-13 17:00:00,56.4,1
2568-1125,2568,2568-S1-P2,1,practice,2025-03-20 18:00:00,77.1,1
2568-1125,2568,2568-S4-P2,4,practice,2025-03-21 22:00:00,82.1,1
2568-1125,2568,2568-S5-P2,5,practice,2025-03-21 20:00:00,74.2,1
2568-1125,2568,2568-S6-P2,6,practice,2025-03-18 16:00:00,91.9,1
2568-1125,2568,2568-S5-C1,5,checkpoint,2025-04-05 17:00:00,87.7,1
2568-1125,2568,2568-S1-P3,1,practice,2025-04-09 22:00:00,60.5,1
2568-1125,2568,2568-S6-P3,6,practice,2025-04-07 17:00:00,90.6,1
2568-1125,2568,2568-S4-P4,4,practice,2025-04-28 18:00:00,66.5,1
2568-1125,2568,2568-S5-P4,5,practice,2025-04-28 17:00:00,66.3,1
2568-1125,2568,2568-S1-C2,1,checkpoint,2025-05-13 22:00:00,77.8,1
2568-1125,2568,2568-S4-C2,4,checkpoint,2025-05-16 18:00:00,78.3,1
2568-1125,2568,2568-S5-C2,5,checkpoint,2025-05-14 20:00:00,80.7,1
2568-1125,2568,2568-S5-P5,5,practice,2025-05-23 20:00:00,92.3,1
2568-1125,2568,2568-S6-P5,6,practice,2025-05-21 21:00:00,67.9,1
2568-1125,2568,2568-S5-P6,5,practice,2025-06-13 17:00:00,75.2,1
2568-1125,2568,2568-S6-P6,6,practice,2025-06-11 20:00:00,79.8,1
2568-1125,2568,2568-S1-C3,1,checkpoint,2025-06-28 17:00:00,82.5,1
2568-1125,2568,2568-S4-C3,4,checkpoint,2025-06-29 22:00:00,80.1,1
2568-1125,2568,2568-S6-C3,6,checkpoint,2025-06-27 19:00:00,81.7,1
2568-1125,2568,2568-S1-P7,1,practice,2025-07-03 17:00:00,68.9,1
2568-1125,2568,2568-S4-P7,4,practice,2025-07-04 20:00:00,68.6,1
2568-1125,2568,2568-S4-P8,4,practice,2025-07-21 18:00:00,75.4,1
2568-1125,2568,2568-S6-P8,6,practice,2025-07-24 19:00:00,79.7,1
2568-1125,2568,2568-S1-C4,1,checkpoint,2025-08-05 22:00:00,65.1,1
2568-1125,2568,2568-S4-C4,4,checkpoint,2025-08-08 20:00:00,75.1,1
2568-1125,2568,2568-S5-C4,5,checkpoint,2025-08-08 18:00:00,93.8,1
2568-1125,2568,2568-S6-C4,6,checkpoint,2025-08-06 21:00:00,86.1,1
2568-1125,2568,2568-S1-P9,1,practice,2025-08-13 21:00:00,99.2,1
2568-1125,2568,2568-S4-P9,4,practice,2025-08-15 19:00:00,72.4,1
2568-1125,2568,2568-S5-P9,5,practice,2025-08-17 21:00:00,66.6,1
2568-1125,2568,2568-S6-P9,6,practice,2025-08-16 22:00:00,89.1,1
2568-1126,2568,2568-S1-P3,1,practice,2025-04-09 19:00:00,80.8,1
2568-1126,2568,2568-S4-P3,4,practice,2025-04-09 16:00:00,87.0,1
2568-1126,2568,2568-S5-P3,5,practice,2025-04-07 21:00:00,92.7,1
2568-1126,2568,2568-S6-P3,6,practice,2025-04-07 20:00:00,72.9,1
2568-1126,2568,2568-S4-P4,4,practice,2025-04-30 18:00:00,87.0,1
2568-1126,2568,2568-S4-P5,4,practice,2025-05-20 20:00:00,59.8,1
2568-1126,2568,2568-S6-P5,6,practice,2025-05-20 18:00:00,60.0,1
2568-1126,2568,2568-S1-P6,1,practice,2025-06-11 21:00:00,71.2,1
2568-1126,2568,2568-S4-P6,4,practice,2025-06-14 18:00:00,52.5,1
2568-1126,2568,2568-S5-P6,5,practice,2025-06-11 22:00:00,84.1,1
2568-1126,2568,2568-S6-P6,6,practice,2025-06-13 19:00:00,88.6,1
2568-1126,2568,2568-S4-C3,4,checkpoint,2025-06-23 20:00:00,81.9,1
2568-1126,2568,2568-S5-P7,5,practice,2025-07-05 18:00:00,67.6,1
2568-1126,2568,2568-S6-P7,6,practice,2025-07-03 16:00:00,83.4,1
2568-1127,2568,2568-S1-C2,1,checkpoint,2025-05-17 22:00:00,73.8,1
2568-1127,2568,2568-S4-C2,4,checkpoint,2025-05-16 21:00:00,58.7,1
2568-1127,2568,2568-S6-C2,6,checkpoint,2025-05-17 20:00:00,66.5,1
2568-1127,2568,2568-S1-P5,1,practice,2025-05-20 16:00:00,89.6,1
2568-1127,2568,2568-S1-P6,1,practice,2025-06-09 17:00:00,65.1,1
2568-1127,2568,2568-S4-P6,4,practice,2025-06-09 22:00:00,86.2,1
2568-1127,2568,2568-S6-P6,6,practice,2025-06-12 22:00:00,65.8,1
2568-1127,2568,2568-S1-C3,1,checkpoint,2025-06-23 18:00:00,73.3,1
2568-1127,2568,2568-S5-C3,5,checkpoint,2025-06-25 16:00:00,66.3,1
2568-1127,2568,2568-S6-C3,6,checkpoint,2025-06-26 20:00:00,85.7,1
2568-1127,2568,2568-S1-P7,1,practice,2025-06-30 17:00:00,58.1,1
2568-1127,2568,2568-S4-P7,4,practice,2025-06-30 21:00:00,50.0,0
2568-1127,2568,2568-S6-P7,6,practice,2025-07-01 22:00:00,73.1,1
2568-1127,2568,2568-S1-P8,1,practice,2025-07-25 17:00:00,71.3,1
2568-1127,2568,2568-S5-P8,5,practice,2025-07-22 20:00:00,70.9,1
2568-1127,2568,2568-S6-P8,6,practice,2025-07-22 22:00:00,81.5,1
2568-1127,2568,2568-S1-C4,1,checkpoint,2025-08-05 22:00:00,82.3,1
2568-1127,2568,2568-S4-C4,4,checkpoint,2025-08-09 17:00:00,63.6,1
2568-1127,2568,2568-S6-C4,6,checkpoint,2025-08-05 18:00:00,67.0,1
2568-1127,2568,2568-S5-P9,5,practice,2025-08-12 18:00:00,55.0,1
2568-1128,2568,2568-S1-P3,1,practice,2025-04-13 18:00:00,81.6,1
2568-1128,2568,2568-S4-P3,4,practice,2025-04-13 21:00:00,76.9,1
2568-1128,2568,2568-S1-P4,1,practice,2025-04-29 18:00:00,66.4,1
2568-1128,2568,2568-S4-P4,4,practice,2025-04-29 17:00:00,62.3,1
2568-1128,2568,2568-S1-P5,1,practice,2025-05-21 20:00:00,92.5,1
2568-1128,2568,2568-S4-P5,4,practice,2025-05-19 16:00:00,86.3,1
2568-1128,2568,2568-S1-P6,1,practice,2025-06-11 20:00:00,76.8,1
2568-1128,2568,2568-S4-P6,4,practice,2025-06-12 16:00:00,76.8,1
2568-1128,2568,2568-S1-C3,1,checkpoint,2025-06-25 21:00:00,60.6,1
2568-1128,2568,2568-S4-C3,4,checkpoint,2025-06-25 18:00:00,84.3,1
2568-1128,2568,2568-S1-P7,1,practice,2025-07-03 17:00:00,72.9,1
2568-1128,2568,2568-S4-P7,4,practice,2025-07-01 17:00:00,76.3,1
2568-1128,2568,2568-S1-P8,1,practice,2025-07-25 21:00:00,65.0,1
2568-1128,2568,2568-S4-P8,4,practice,2025-07-25 18:00:00,71.4,1
2568-1128,2568,2568-S1-C4,1,checkpoint,2025-08-09 20:00:00,76.9,1
2568-1128,2568,2568-S4-C4,4,checkpoint,2025-08-04 22:00:00,79.5,1
2568-1128,2568,2568-S1-P9,1,practice,2025-08-13 20:00:00,81.5,1
2568-1128,2568,2568-S4-P9,4,practice,2025-08-17 21:00:00,95.4,1
2568-1129,2568,2568-S1-P3,1,practice,2025-04-08 21:00:00,82.0,1
2568-1129,2568,2568-S4-P3,4,practice,2025-04-11 19:00:00,92.4,1
2568-1129,2568,2568-S5-P3,5,practice,2025-04-13 19:00:00,100.0,1
2568-1129,2568,2568-S6-P3,6,practice,2025-04-13 18:00:00,61.8,1
2568-1129,2568,2568-S1-P4,1,practice,2025-04-29 22:00:00,83.6,1
2568-1129,2568,2568-S4-P4,4,practice,2025-04-29 20:00:00,100.0,1
2568-1129,2568,2568-S5-P4,5,practice,2025-04-28 18:00:00,74.8,1
2568-1129,2568,2568-S6-P4,6,practice,2025-05-04 19:00:00,79.4,1
2568-1129,2568,2568-S1-C2,1,checkpoint,2025-05-14 18:00:00,93.4,1
2568-1129,2568,2568-S4-C2,4,checkpoint,2025-05-14 16:00:00,60.4,1
2568-1129,2568,2568-S5-C2,5,checkpoint,2025-05-17 21:00:00,90.7,1
2568-1129,2568,2568-S6-C2,6,checkpoint,2025-05-15 18:00:00,87.1,1
2568-1129,2568,2568-S1-P5,1,practice,2025-05-24 19:00:00,100.0,1
2568-1129,2568,2568-S4-P5,4,practice,2025-05-19 22:00:00,89.5,1
2568-1129,2568,2568-S5-P5,5,practice,2025-05-22 20:00:00,69.9,1
2568-1129,2568,2568-S6-P5,6,practice,2025-05-22 17:00:00,85.1,1
2568-1129,2568,2568-S1-P6,1,practice,2025-06-13 17:00:00,95.8,1
2568-1129,2568,2568-S4-P6,4,practice,2025-06-11 21:00:00,79.3,1
2568-1129,2568,2568-S5-P6,5,practice,2025-06-13 19:00:00,100.0,1
2568-1129,2568,2568-S1-C3,1,checkpoint,2025-06-24 22:00:00,98.8,1
2568-1129,2568,2568-S4-C3,4,checkpoint,2025-06-24 22:00:00,89.4,1
2568-1129,2568,2568-S5-C3,5,checkpoint,2025-06-24 20:00:00,88.4,1
2568-1129,2568,2568-S6-C3,6,checkpoint,2025-06-25 21:00:00,89.6,1
2568-1129,2568,2568-S1-P7,1,practice,2025-06-30 18:00:00,78.1,1
2568-1129,2568,2568-S4-P7,4,practice,2025-07-03 20:00:00,71.4,1
2568-1129,2568,2568-S6-P7,6,practice,2025-07-02 16:00:00,100.0,1
2568-1129,2568,2568-S1-P8,1,practice,2025-07-22 22:00:00,95.9,1
2568-1129,2568,2568-S4-P8,4,practice,2025-07-27 17:00:00,86.3,1
2568-1129,2568,2568-S6-P8,6,practice,2025-07-24 18:00:00,63.4,1
2568-1129,2568,2568-S4-C4,4,checkpoint,2025-08-05 21:00:00,76.9,1
2568-1129,2568,2568-S1-P9,1,practice,2025-08-11 19:00:00,92.1,1
2568-1129,2568,2568-S4-P9,4,practice,2025-08-15 17:00:00,84.1,1
2568-1129,2568,2568-S6-P9,6,practice,2025-08-14 16:00:00,92.1,1
2568-1130,2568,2568-S4-P2,4,practice,2025-03-17 16:00:00,100.0,1
2568-1130,2568,2568-S5-P2,5,practice,2025-03-17 17:00:00,70.6,1
2568-1130,2568,2568-S5-C1,5,checkpoint,2025-04-03 18:00:00,84.6,1
2568-1130,2568,2568-S5-P3,5,practice,2025-04-11 21:00:00,50.4,1
2568-1130,2568,2568-S6-P3,6,practice,2025-04-09 22:00:00,67.4,1
2568-1130,2568,2568-S4-P4,4,practice,2025-05-02 20:00:00,94.2,1
2568-1130,2568,2568-S5-P4,5,practice,2025-05-03 18:00:00,79.1,1
2568-1130,2568,2568-S4-C2,4,checkpoint,2025-05-12 22:00:00,90.2,1
2568-1130,2568,2568-S5-C2,5,checkpoint,2025-05-12 18:00:00,71.4,1
2568-1130,2568,2568-S6-C2,6,checkpoint,2025-05-13 22:00:00,95.8,1
2568-1130,2568,2568-S6-P5,6,practice,2025-05-25 20:00:00,85.1,1
2568-1130,2568,2568-S4-P6,4,practice,2025-06-14 19:00:00,55.8,1
2568-1130,2568,2568-S5-P6,5,practice,2025-06-12 20:00:00,87.1,1
2568-1130,2568,2568-S5-C3,5,checkpoint,2025-06-29 16:00:00,65.3,1
2568-1130,2568,2568-S6-C3,6,checkpoint,2025-06-27 17:00:00,98.2,1
2568-1130,2568,2568-S4-P7,4,practice,2025-06-30 18:00:00,75.2,1
2568-1130,2568,2568-S6-P7,6,practice,2025-07-04 18:00:00,89.0,1
2568-1130,2568,2568-S4-P8,4,practice,2025-07-23 18:00:00,82.6,1
2568-1130,2568,2568-S5-C4,5,checkpoint,2025-08-07 19:00:00,66.6,1
2568-1130,2568,2568-S4-P9,4,practice,2025-08-17 20:00:00,87.7,1
2568-1130,2568,2568-S5-P9,5,practice,2025-08-16 22:00:00,77.4,1
2568-1130,2568,2568-S6-P9,6,practice,2025-08-14 20:00:00,69.2,1
2568-1131,2568,2568-S1-P2,1,practice,2025-03-22 19:00:00,86.3,1
2568-1131,2568,2568-S6-P2,6,practice,2025-03-17 17:00:00,100.0,1
2568-1131,2568,2568-S4-C1,4,checkpoint,2025-04-02 22:00:00,91.9,1
2568-1131,2568,2568-S5-C1,5,checkpoint,2025-04-04 20:00:00,75.9,1
2568-1131,2568,2568-S6-C1,6,checkpoint,2025-04-06 21:00:00,89.8,1
2568-1131,2568,2568-S1-P3,1,practice,2025-04-09 17:00:00,84.4,1
2568-1131,2568,2568-S4-P3,4,practice,2025-04-13 17:00:00,73.3,1
2568-1131,2568,2568-S5-P3,5,practice,2025-04-07 16:00:00,97.6,1
2568-1131,2568,2568-S6-P3,6,practice,2025-04-12 16:00:00,77.3,1
2568-1131,2568,2568-S1-P4,1,practice,2025-04-30 22:00:00,83.8,1
2568-1131,2568,2568-S4-P4,4,practice,2025-05-02 21:00:00,82.1,1
2568-1131,2568,2568-S5-P4,5,practice,2025-05-04 16:00:00,82.0,1
2568-1131,2568,2568-S6-P4,6,practice,2025-04-28 17:00:00,78.0,1
2568-1131,2568,2568-S4-C2,4,checkpoint,2025-05-17 21:00:00,80.9,1
2568-1131,2568,2568-S5-C2,5,checkpoint,2025-05-15 20:00:00,69.5,1
2568-1131,2568,2568-S6-C2,6,checkpoint,2025-05-15 20:00:00,95.1,1
2568-1131,2568,2568-S4-P5,4,practice,2025-05-25 17:00:00,82.9,1
2568-1131,2568,2568-S5-P5,5,practice,2025-05-24 20:00:00,79.8,1
2568-1131,2568,2568-S6-P5,6,practice,2025-05-19 16:00:00,84.0,1
2568-1131,2568,2568-S1-P6,1,practice,2025-06-11 21:00:00,66.8,1
2568-1131,2568,2568-S4-P6,4,practice,2025-06-15 18:00:00,81.4,1
2568-1131,2568,2568-S5-P6,5,practice,2025-06-13 18:00:00,97.8,1
2568-1131,2568,2568-S6-P6,6,practice,2025-06-09 19:00:00,76.5,1
2568-1131,2568,2568-S1-C3,1,checkpoint,2025-06-24 20:00:00,93.6,1
2568-1131,2568,2568-S4-C3,4,checkpoint,2025-06-24 19:00:00,99.9,1
2568-1131,2568,2568-S5-C3,5,checkpoint,2025-06-29 19:00:00,85.2,1
2568-1131,2568,2568-S1-P7,1,practice,2025-07-02 22:00:00,60.9,1
2568-1131,2568,2568-S4-P7,4,practice,2025-07-05 16:00:00,78.3,1
2568-1131,2568,2568-S5-P7,5,practice,2025-07-02 18:00:00,73.1,1
2568-1131,2568,2568-S6-P7,6,practice,2025-07-02 18:00:00,87.4,1
2568-1131,2568,2568-S1-P8,1,practice,2025-07-25 22:00:00,75.9,1
2568-1131,2568,2568-S4-P8,4,practice,2025-07-24 20:00:00,77.1,1
2568-1131,2568,2568-S5-P8,5,practice,2025-07-23 16:00:00,87.2,1
2568-1131,2568,2568-S6-P8,6,practice,2025-07-25 21:00:00,59.5,1
2568-1131,2568,2568-S5-C4,5,checkpoint,2025-08-09 16:00:00,78.6,1
2568-1131,2568,2568-S6-C4,6,checkpoint,2025-08-09 20:00:00,87.1,1
2568-1131,2568,2568-S5-P9,5,practice,2025-08-11 22:00:00,81.5,1
2568-1131,2568,2568-S6-P9,6,practice,2025-08-16 22:00:00,76.9,1
2568-1132,2568,2568-S1-P2,1,practice,2025-03-22 19:00:00,78.8,1
2568-1132,2568,2568-S4-P2,4,practice,2025-03-17 16:00:00,95.7,1
2568-1132,2568,2568-S5-P2,5,practice,2025-03-21 19:00:00,95.5,1
2568-1132,2568,2568-S6-P2,6,practice,2025-03-17 16:00:00,79.0,1
2568-1132,2568,2568-S1-C1,1,checkpoint,2025-04-01 20:00:00,98.3,1
2568-1132,2568,2568-S4-C1,4,checkpoint,2025-04-04 19:00:00,97.2,1
2568-1132,2568,2568-S5-C1,5,checkpoint,2025-04-01 21:00:00,83.4,1
2568-1132,2568,2568-S6-C1,6,checkpoint,2025-03-31 16:00:00,97.0,1
2568-1132,2568,2568-S4-P3,4,practice,2025-04-08 19:00:00,91.5,1
2568-1132,2568,2568-S5-P3,5,practice,2025-04-09 22:00:00,89.2,1
2568-1132,2568,2568-S6-P3,6,practice,2025-04-13 18:00:00,70.5,1
2568-1132,2568,2568-S1-P4,1,practice,2025-04-29 18:00:00,91.5,1
2568-1132,2568,2568-S4-P4,4,practice,2025-05-02 16:00:00,91.0,1
2568-1132,2568,2568-S6-P4,6,practice,2025-05-01 20:00:00,95.0,1
2568-1132,2568,2568-S1-C2,1,checkpoint,2025-05-15 16:00:00,87.6,1
2568-1132,2568,2568-S4-C2,4,checkpoint,2025-05-17 19:00:00,86.8,1
2568-1132,2568,2568-S5-C2,5,checkpoint,2025-05-16 16:00:00,67.8,1
2568-1132,2568,2568-S6-C2,6,checkpoint,2025-05-17 21:00:00,76.9,1
2568-1132,2568,2568-S1-P5,1,practice,2025-05-25 20:00:00,100.0,1
2568-1132,2568,2568-S4-P5,4,practice,2025-05-23 18:00:00,100.0,1
2568-1132,2568,2568-S6-P5,6,practice,2025-05-22 22:00:00,70.0,1
2568-1132,2568,2568-S1-P6,1,practice,2025-06-13 17:00:00,90.1,1
2568-1132,2568,2568-S4-P6,4,practice,2025-06-15 17:00:00,100.0,1
2568-1132,2568,2568-S5-P6,5,practice,2025-06-13 20:00:00,78.4,1
2568-1132,2568,2568-S6-P6,6,practice,2025-06-14 17:00:00,64.8,1
2568-1132,2568,2568-S1-C3,1,checkpoint,2025-06-29 22:00:00,68.7,1
2568-1132,2568,2568-S4-C3,4,checkpoint,2025-06-28 22:00:00,90.3,1
2568-1132,2568,2568-S5-C3,5,checkpoint,2025-06-24 19:00:00,86.2,1
2568-1132,2568,2568-S1-P7,1,practice,2025-07-06 19:00:00,83.9,1
2568-1132,2568,2568-S4-P7,4,practice,2025-07-03 19:00:00,86.7,1
2568-1132,2568,2568-S5-P7,5,practice,2025-06-30 19:00:00,100.0,1
2568-1132,2568,2568-S6-P7,6,practice,2025-06-30 21:00:00,83.7,1
2568-1132,2568,2568-S1-P8,1,practice,2025-07-26 16:00:00,100.0,1
2568-1132,2568,2568-S4-P8,4,practice,2025-07-21 20:00:00,78.6,1
2568-1132,2568,2568-S5-P8,5,practice,2025-07-25 21:00:00,100.0,1
2568-1132,2568,2568-S6-P8,6,practice,2025-07-22 17:00:00,69.3,1
2568-1132,2568,2568-S1-C4,1,checkpoint,2025-08-09 19:00:00,81.1,1
2568-1132,2568,2568-S4-C4,4,checkpoint,2025-08-07 16:00:00,92.2,1
2568-1132,2568,2568-S5-C4,5,checkpoint,2025-08-07 18:00:00,82.0,1
2568-1132,2568,2568-S6-C4,6,checkpoint,2025-08-09 19:00:00,80.4,1
2568-1132,2568,2568-S1-P9,1,practice,2025-08-13 22:00:00,81.1,1
2568-1132,2568,2568-S4-P9,4,practice,2025-08-16 20:00:00,100.0,1
2568-1132,2568,2568-S5-P9,5,practice,2025-08-13 22:00:00,100.0,1
2568-1132,2568,2568-S6-P9,6,practice,2025-08-14 19:00:00,100.0,1
2568-1133,2568,2568-S1-P2,1,practice,2025-03-19 21:00:00,81.8,1
2568-1133,2568,2568-S4-P2,4,practice,2025-03-17 18:00:00,87.8,1
2568-1133,2568,2568-S6-P2,6,practice,2025-03-22 18:00:00,91.2,1
2568-1133,2568,2568-S4-C1,4,checkpoint,2025-04-01 22:00:00,87.1,1
2568-1133,2568,2568-S5-C1,5,checkpoint,2025-04-02 16:00:00,85.9,1
2568-1133,2568,2568-S6-C1,6,checkpoint,2025-04-03 20:00:00,88.7,1
2568-1133,2568,2568-S1-P3,1,practice,2025-04-12 17:00:00,100.0,1
2568-1133,2568,2568-S4-P3,4,practice,2025-04-11 16:00:00,88.2,1
2568-1133,2568,2568-S5-P3,5,practice,2025-04-08 18:00:00,83.8,1
2568-1133,2568,2568-S6-P3,6,practice,2025-04-08 21:00:00,73.0,1
2568-1133,2568,2568-S1-P4,1,practice,2025-04-30 18:00:00,89.1,1
2568-1133,2568,2568-S4-P4,4,practice,2025-05-02 22:00:00,100.0,1
2568-1133,2568,2568-S5-P4,5,practice,2025-04-28 17:00:00,99.5,1
2568-1133,2568,2568-S6-P4,6,practice,2025-05-02 17:00:00,77.7,1
2568-1133,2568,2568-S1-C2,1,checkpoint,2025-05-13 18:00:00,79.2,1
2568-1133,2568,2568-S5-C2,5,checkpoint,2025-05-15 20:00:00,85.1,1
2568-1133,2568,2568-S6-C2,6,checkpoint,2025-05-12 16:00:00,70.4,1
2568-1133,2568,2568-S1-P5,1,practice,2025-05-20 21:00:00,74.2,1
2568-1133,2568,2568-S5-P5,5,practice,2025-05-20 21:00:00,95.3,1
2568-1133,2568,2568-S6-P5,6,practice,2025-05-25 16:00:00,64.3,1
2568-1133,2568,2568-S1-P6,1,practice,2025-06-14 19:00:00,74.6,1
2568-1133,2568,2568-S4-P6,4,practice,2025-06-13 18:00:00,94.6,1
2568-1133,2568,2568-S5-P6,5,practice,2025-06-13 21:00:00,97.0,1
2568-1133,2568,2568-S6-P6,6,practice,2025-06-09 17:00:00,92.0,1
2568-1133,2568,2568-S1-C3,1,checkpoint,2025-06-27 18:00:00,89.0,1
2568-1133,2568,2568-S5-C3,5,checkpoint,2025-06-24 18:00:00,84.2,1
2568-1133,2568,2568-S6-C3,6,checkpoint,2025-06-29 20:00:00,89.5,1
2568-1133,2568,2568-S1-P7,1,practice,2025-07-01 17:00:00,100.0,1
2568-1133,2568,2568-S4-P7,4,practice,2025-07-05 20:00:00,93.3,1
2568-1133,2568,2568-S6-P7,6,practice,2025-07-01 21:00:00,80.8,1
2568-1133,2568,2568-S1-P8,1,practice,2025-07-25 19:00:00,93.1,1
2568-1133,2568,2568-S4-P8,4,practice,2025-07-26 18:00:00,81.4,1
2568-1133,2568,2568-S6-P8,6,practice,2025-07-24 19:00:00,100.0,1
2568-1133,2568,2568-S1-C4,1,checkpoint,2025-08-08 17:00:00,83.1,1
2568-1133,2568,2568-S5-C4,5,checkpoint,2025-08-07 18:00:00,90.7,1
2568-1133,2568,2568-S1-P9,1,practice,2025-08-13 18:00:00,86.0,1
2568-1133,2568,2568-S5-P9,5,practice,2025-08-12 22:00:00,79.9,1
2568-1133,2568,2568-S6-P9,6,practice,2025-08-11 19:00:00,71.8,1
2568-1134,2568,2568-S1-P3,1,practice,2025-04-09 20:00:00,85.2,1
2568-1134,2568,2568-S4-P3,4,practice,2025-04-12 17:00:00,100.0,1
2568-1134,2568,2568-S6-P3,6,practice,2025-04-07 19:00:00,100.0,1
2568-1134,2568,2568-S1-P4,1,practice,2025-04-28 19:00:00,76.3,1
2568-1134,2568,2568-S4-P4,4,practice,2025-05-03 21:00:00,82.3,1
2568-1134,2568,2568-S5-P4,5,practice,2025-05-03 22:00:00,88.0,1
2568-1134,2568,2568-S6-P4,6,practice,2025-04-28 19:00:00,68.8,1
2568-1134,2568,2568-S4-C2,4,checkpoint,2025-05-16 17:00:00,75.5,1
2568-1134,2568,2568-S5-C2,5,checkpoint,2025-05-18 17:00:00,76.5,1
2568-1134,2568,2568-S1-P5,1,practice,2025-05-25 18:00:00,72.0,1
2568-1134,2568,2568-S5-P5,5,practice,2025-05-21 16:00:00,69.3,1
2568-1134,2568,2568-S6-P5,6,practice,2025-05-19 22:00:00,81.9,1
2568-1134,2568,2568-S5-P6,5,practice,2025-06-15 20:00:00,76.2,1
2568-1134,2568,2568-S6-P6,6,practice,2025-06-15 21:00:00,88.7,1
2568-1134,2568,2568-S1-C3,1,checkpoint,2025-06-25 20:00:00,80.9,1
2568-1134,2568,2568-S4-C3,4,checkpoint,2025-06-25 21:00:00,100.0,1
2568-1134,2568,2568-S6-C3,6,checkpoint,2025-06-27 19:00:00,88.9,1
2568-1134,2568,2568-S1-P7,1,practice,2025-07-06 18:00:00,85.0,1
2568-1134,2568,2568-S5-P7,5,practice,2025-07-02 21:00:00,80.6,1
2568-1134,2568,2568-S6-P7,6,practice,2025-07-06 21:00:00,93.0,1
2568-1135,2568,2568-S1-P2,1,practice,2025-03-19 21:00:00,81.2,1
2568-1135,2568,2568-S4-P2,4,practice,2025-03-23 22:00:00,78.5,1
2568-1135,2568,2568-S6-P2,6,practice,2025-03-21 21:00:00,67.4,1
2568-1135,2568,2568-S1-C1,1,checkpoint,2025-04-04 19:00:00,70.3,1
2568-1135,2568,2568-S4-C1,4,checkpoint,2025-04-05 19:00:00,82.4,1
2568-1135,2568,2568-S5-C1,5,checkpoint,2025-04-04 19:00:00,78.9,1
2568-1135,2568,2568-S1-P3,1,practice,2025-04-07 22:00:00,90.3,1
2568-1135,2568,2568-S4-P3,4,practice,2025-04-12 21:00:00,58.2,1
2568-1135,2568,2568-S6-P3,6,practice,2025-04-08 16:00:00,72.1,1
2568-1135,2568,2568-S1-P4,1,practice,2025-05-02 22:00:00,85.9,1
2568-1135,2568,2568-S5-P4,5,practice,2025-04-28 16:00:00,82.3,1
2568-1135,2568,2568-S6-P4,6,practice,2025-05-02 18:00:00,73.0,1
2568-1136,2568,2568-S1-C2,1,checkpoint,2025-05-15 21:00:00,85.6,1
2568-1136,2568,2568-S5-C2,5,checkpoint,2025-05-12 19:00:00,89.7,1
2568-1136,2568,2568-S6-C2,6,checkpoint,2025-05-18 18:00:00,85.5,1
2568-1136,2568,2568-S5-P5,5,practice,2025-05-21 16:00:00,96.7,1
2568-1136,2568,2568-S6-P5,6,practice,2025-05-19 16:00:00,100.0,1
2568-1136,2568,2568-S1-P6,1,practice,2025-06-13 19:00:00,93.2,1
2568-1136,2568,2568-S5-P6,5,practice,2025-06-12 16:00:00,91.6,1
2568-1136,2568,2568-S6-P6,6,practice,2025-06-15 21:00:00,88.2,1
2568-1136,2568,2568-S1-C3,1,checkpoint,2025-06-28 17:00:00,72.9,1
2568-1136,2568,2568-S5-C3,5,checkpoint,2025-06-29 18:00:00,81.1,1
2568-1136,2568,2568-S6-C3,6,checkpoint,2025-06-27 17:00:00,90.0,1
2568-1136,2568,2568-S1-P7,1,practice,2025-07-05 16:00:00,87.5,1
2568-1136,2568,2568-S5-P7,5,practice,2025-07-05 17:00:00,98.4,1
2568-1136,2568,2568-S6-P7,6,practice,2025-07-04 18:00:00,77.4,1
2568-1136,2568,2568-S1-P8,1,practice,2025-07-23 17:00:00,90.9,1
2568-1136,2568,2568-S5-P8,5,practice,2025-07-24 21:00:00,74.9,1
2568-1136,2568,2568-S6-P8,6,practice,2025-07-23 20:00:00,90.3,1
2568-1136,2568,2568-S1-C4,1,checkpoint,2025-08-05 18:00:00,73.9,1
2568-1136,2568,2568-S5-C4,5,checkpoint,2025-08-09 16:00:00,100.0,1
2568-1136,2568,2568-S1-P9,1,practice,2025-08-14 22:00:00,72.0,1
2568-1136,2568,2568-S5-P9,5,practice,2025-08-12 18:00:00,94.5,1
2568-1136,2568,2568-S6-P9,6,practice,2025-08-13 20:00:00,68.6,1
2568-1137,2568,2568-S1-P2,1,practice,2025-03-23 21:00:00,93.4,1
2568-1137,2568,2568-S4-P2,4,practice,2025-03-23 18:00:00,71.1,1
2568-1137,2568,2568-S5-P2,5,practice,2025-03-22 18:00:00,86.5,1
2568-1137,2568,2568-S6-P2,6,practice,2025-03-23 16:00:00,69.2,1
2568-1137,2568,2568-S1-C1,1,checkpoint,2025-04-02 21:00:00,100.0,1
2568-1137,2568,2568-S4-C1,4,checkpoint,2025-04-01 21:00:00,72.9,1
2568-1137,2568,2568-S5-C1,5,checkpoint,2025-04-01 21:00:00,72.3,1
2568-1137,2568,2568-S4-P3,4,practice,2025-04-13 20:00:00,80.2,1
2568-1137,2568,2568-S6-P3,6,practice,2025-04-13 16:00:00,81.7,1
2568-1137,2568,2568-S1-P4,1,practice,2025-05-01 16:00:00,95.5,1
2568-1137,2568,2568-S6-P4,6,practice,2025-05-01 21:00:00,100.0,1
